ID,X,Y,Code,Location,OrigType,Number,Spot date,Raw material,Total (AC),Condition,Type,SubType,Classification,Description,ML,MW,MTh,SD Ref,AC Number,Photo?,Bag Number
NM5-20-18,376151,796505,NM5,Nether Mills 5,flint,1,,Toffee coloured flint,,OK,Retouched flake,Primary,Scraper,Semi=abrupt er around curved distal end of circular flake,26,20,7,,,,
NM5-32.2-18,376159,796548,NM5,Nether Mills 5,flint,1,,Toffee coloured flint,,OK,Retouched flake,Secondary,Bifacial knife?,D-shaped flake with thinning flakes from dorsal removing half of cortex. And thnning flakes from ventral face. Possible unfinished knife,32,39,10,,,,
NM5-37-18,376099,796508,NM5,Nether Mills 5,flint,1,,Mottled grey flint,,OK,Retouched flake,Secondary,Scraper,Circular flake. Steep er around curved distal end. Notch on one side makes small tang,26,26,10,,,,
NM5-1-18,376117,796422,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
NM5-4-18,376121,796485,NM5,Nether Mills 5,flint,1,,Red flint,,OK,Small flake,,,,,,,,,,
NM5-5-18,376211,796571,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
NM5-13-18,376186,796550,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
NM5-22-18,376091,796495,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
NM5-27-18,376115,796500,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
NM5-29-18,376115,796406,NM5,Nether Mills 5,flint,2,,Mixed flint,,OK,Small flake,,,,,,,,,,
NM5-30-18,376466,796622,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
NM5-32.1-18,376159,796548,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
NM5-39-18,376186,796531,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
NM5-41-18,376093,796495,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
NM5-21-18,376135,796421,NM5,Nether Mills 5,flint,1,,Mottled red flint,,OK,Spall,,,,,,,,,,
NM5-43-18,376112,796490,NM5,Nether Mills 5,flint,1,,Mottled brown flint,,OK,Core,With cortex,SP/B,Cortex round back. Lots of step fractures,38,21,19,,,,
NM5-1847-18,376141,796456,NM5,Nether Mills 4,flint,1,,,,,,,,,,,,,,,
PS1-1-18,377593,797633,PS1,Park Smiddy 1,,1,Meso,Toffee coloured flint,,OK,Core,Without cortex,Pyramid core,Classic pyramid core. Flat platform. Blades removed all around to pointed base.,21,22,20,photograph,,,1
PS1-2-18,377646,797694,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Deep flat platform. Multi-directional flake scars on dorsal,17,18,4,,,,2
PS1-3-18,377608,797640,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Narrow platform,22,14,5,,,,3
PS1-4-18,377598,797632,PS1,Park Smiddy 1,,1,,Grey flint,,OK,Flake fragment,Inner,,Narrow platform,broken 13,12,2,,,,4
PS1-5-18,377870,797814,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Flat platform,26,17,5,,,,5
PS1-6-18,377700,797678,PS1,Park Smiddy 1,,1,,Quartzite,,OK,Irregular flake,Inner,,Crushed platform,43,27,11,photograph,,,6
PS1-7-18,377643,797600,PS1,Park Smiddy 1,,1,,Mottled grey flint,,Fresh,Regular flake,Inner,,Irregular platform. Ulti-directional flake scars on dorsal,21,17,5,,,,7
PS1-8-18,377732,797723,PS1,Park Smiddy 1,,1,,Toffee coloured flint,,OK,Irregular flake,Primary,,,36,18,9,,,,8
PS1-9-18,377687,797695,PS1,Park Smiddy 1,,1,Meso,Burnt flint,,Burnt,Core,With cortex,Single platform blade,Worked round half of platform. Cortex backing,29,23,20,photograph,,,9
PS1-10-18,377768,797676,PS1,Park Smiddy 1,,1,,Toffee coloured flint,,OK,Core,With cortex,Core fragment,,19,18,11,photograph,,,10
PS1-11-18,377704,797658,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Flake fragment,Inner,,,broken 20,21,4,,,,11
PS1-12-18,377685,797670,PS1,Park Smiddy 1,,1,,Red flint,,OK,Chunk,Secondary,,,,,,,,,12
PS1-13-18,377674,797673,PS1,Park Smiddy 1,,1,,Toffee coloured flint,,OK,Flake fragment,Inner,,Flat platform,24,broken 15,6,,,,13
PS1-14-18,377874,797785,PS1,Park Smiddy 1,,1,,Toffee coloured flint,,OK,Flake fragment,Inner,,,,,,,,,14
PS1-15-18,377704,797726,PS1,Park Smiddy 1,,1,,Grey flint,,Burnt,Core,With cortex,Core fragment,Cortex backing,37,27,18,photograph,,,15
PS1-16-18,377686,797640,PS1,Park Smiddy 1,,1,,Grey flint,,OK,Irregular flake,Secondary,,Cortex platform,20,27,8,,,,16
PS1-17-18,377628,797652,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Cortex platform,23,19,6,,,,17
PS1-18-18,377678,797691,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Blade,Inner,,Proximal survives,broken 28,9,3,photograph,,,18
PS1-19-18,377599,797636,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Irregular flake,Inner,,Narrow platform,22,16,3,,,,19
PS1-20-18,377797,797690,PS1,Park Smiddy 1,,1,,Quartzite,,OK,Irregular flake,Primary,,,50,27,12,,,,20
PS1-21-18,377622,797636,PS1,Park Smiddy 1,,1,,Brown flint,,OK,Irregular flake,Inner,,,30,15,6,,,,21
PS1-22-18,377722,797712,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Core,With cortex,Multi-platform flake core,,30,27,18,photograph,,,22
PS1-23-18,377771,797721,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Small flake,Inner,,,,,,,,,23
PS1-24-18,377636,797601,PS1,Park Smiddy 1,,1,,Red flint,,Rolled,Chunk,Secondary,,Rolled edges,32,21,16,,,,24
PS1-25-18,377712,797724,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Flat platform,23,25,6,,,,25
PS1-26-18,377616,797619,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Small flake,Inner,,,,,,,,,26
PS1-27-18,377871,797822,PS1,Park Smiddy 1,,1,,Brown flint,,OK,Chip,Secondary,,,,,,,,,27
PS1-28-18,377598,797643,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Flake fragment,Secondary,,,30,,5,,,,28
PS1-29-18,377645,797600,PS1,Park Smiddy 1,,1,,Brown flint,,OK,Blade,Secondary,,Overshot with cortex on distal end. Narrow platform,28,12,7,,,,29
PS1-30-18,377671,797683,PS1,Park Smiddy 1,,1,,Burnt flint,,Burnt,Chunk,Secondary,,,,,,,,,30
PS1-31-18,377880,797793,PS1,Park Smiddy 1,,1,,Brown flint,,OK,Chunk,Secondary,,,,,,,,,31
PS1-32-18,377840,797804,PS1,Park Smiddy 1,,1,,Red flint,,OK,Small flake,Inner,,,,,,,,,32
PS1-33-18,377625,797621,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,,15,15,2,,,,33
PS1-34-18,377664,797676,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Small flake,Inner,,,,,,,,,34
PS1-35-18,377681,797642,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Regular flake,Secondary,Bipolar flake,flake with scalar edge platform and flakes scars removed from opposed ends on dorsal face,31,21,5,,,,35
PS1-36-18,377843,797789,PS1,Park Smiddy 1,,1,,Burnt flint,,Burnt,Chunk,Inner,,,,,,,,,36
PS1-37-18,377683,797706,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Irregular flake,Secondary,,cortex removal flake,53,26,14,,,,37
PS1-38-18,377767,797736,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Irregular flake,Inner,Narrow platform,,25,25,4,,,,38
PS1-39-18,377713,797676,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Irregular flake,Secondary,,,22,21,7,,,,39
PS1-40-18,377716,797709,PS1,Park Smiddy 1,,1,,Red flint,,OK,Small flake,Inner,,,,,,,,,40
PS1-41-18,377614,797652,PS1,Park Smiddy 1,,1,,Pink/red flint,,OK,Spall,Inner,,,29,23,5,,,,41
PS1-42-18,377650,797598,PS1,Park Smiddy 1,,1,,Quartzite,,OK,Regular flake,Primary,,,12,21,3,,,,42
PS1-43-18,377702,797641,PS1,Park Smiddy 1,,1,,Mottled grey flint,,Rolled,Core,With cortex,Multi-platform flake core,Rolled edges.,25,35,24,photograph,,,43
PS1-44-18,377682,797690,PS1,Park Smiddy 1,,1,,Mottled red flint,,OK,Regular flake,Secondary,Platform rejuvenation flake,From blade core,30,20,10,photograph,,,44
PS1-45-18,377660,797705,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Core,With cortex,Single platform flake,Split pebble creates inner platform then some irregular flaking around one third of perimeter,27,33,32,photograph,,,45
PS1-46-18,377821,797793,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Chunk,Secondary,,,,,,,,,46
PS1-47-18,377658,797619,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Retouched flake,Primary,End scraper,made on circular flake,22,22,8,photograph,,,47
PS1-48-18,377726,797737,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Core,With cortex,Single platform flake,Flaked round half of perimeter. Cortex backing,34,34,28,photograph,,,48
PS1-49-18,377610,797638,PS1,Park Smiddy 1,,1,,not seen,,,Blade,,,,,,,,,,49
PS1-50-18,377708,797677,PS1,Park Smiddy 1,,1,,Red flint,,OK,Blade,Inner,Utilised,Edge damage from use towards distal end,22,9,3,,,,50
PS1-51-18,377624,797612,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Spall,Inner,,,36,38,15,,,,51
PS1-52-18,377673,797674,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Small flake,Inner,,,,,,,,,52
PS1-53-18,377766,797660,PS1,Park Smiddy 1,,1,,Toffee coloured flint,,OK,Irregular flake,Inner,,Crushed platform,14,22,3,,,,53
PS1-54-18,377632,797641,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Narrow platform,25,16,5,,,,54
PS1-55-18,377723,797721,PS1,Park Smiddy 1,,1,,Light grey flint,,OK,Flake fragment,Inner,,,,,,,,,55
PS1-56-18,377593,797634,PS1,Park Smiddy 1,,1,,Toffee coloured flint,,OK,Small flake,Inner,,,,,,,,,56
PS1-57-18,377617,797644,PS1,Park Smiddy 1,,1,,Brown flint,,OK,Utilised blade,Inner,Knife form,Blade with shallow flaking edge damage on right side at distal end. Flat platform.,19,10,4,photograph,,,57
PS1-58-18,377744,797719,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Irregular flake,Secondary,,Chalky cortex. Flat platform,33,17,8,,,,58
PS1-59-18,377625,797672,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Pebble,,Complete,Narrow elongated pebble. No clear sign of use or knapping. Probable plough damage,100,46,25,photograph,,,59
PS1-60-18,?,?,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Chunk,Secondary,,,,,,,,,60
PS1-61-18,377700,797573,PS1,Park Smiddy 1,,1,,Light brown flint,,OK,Regular flake,Inner,,Narrow platform.,23,18,3,,,,1
PS1-62-18,377761,797641,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Irregular flake,Secondary,,,28,10,9,,,,2
PS1-96-18,377772,797644,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Irregular flake,Inner,,,16,21,2,,,,36
PS2-3-18,377470,797537,PS2,Park Smiddy 2,,,,,,,,,,,,,,,,,3
PS2-4-18,377467,797486,PS2,Park Smiddy 2,,,,,,,,,,,,,,,,,4
PS2-5-18,377467,797486,PS2,Park Smiddy 2,,,,,,,,,,,,,,,,,5
PS2-6-18,377510,797587,PS2,Park Smiddy 2,,1,,Mottled grey flint,,Frost shattered,Chunk,Inner,,,44,24,21,,,,6
PS2-7-18,377535,797539,PS2,Park Smiddy 2,,1,,Light brown flint,,OK,Chunk,Inner,,,11,11,8,,,,7
PS2-8-18,377522,797527,PS2,Park Smiddy 2,,1,,Light brown flint,,OK,Flake fragment,Inner,,,,,,,,,8
PS2-9-18,377470,797438,PS2,Park Smiddy 2,,1,,Calcined flint,,Burnt,Spall,Inner,,,,,,,,,9
PS2-10-18,377574,797588,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Inner,,,21,17,8,,,,10
PS2-11-18,377475,797450,PS2,Park Smiddy 2,,1,,Grey flint,,OK,Small flake,Secondary,,,,,,,,,11
PS2-12-18,377464,797500,PS2,Park Smiddy 2,,1,,Mottled grey flint,,OK,Chunk,Secondary,,,31,23,14,,,,12
PS2-13-18,377457,797456,PS2,Park Smiddy 2,,1,,Toffee coloured flint,,OK,Irregular flake,Secondary,,,20,15,8,,,,13
PS2-14-18,377544,797500,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Irregular flake,Secondary,,,26,19,5,,,,14
PS2-15-18,377531,797604,PS2,Park Smiddy 2,,1,,Grey flint,,OK,Irregular flake,Secondary,,,25,15,6,,,,15
PS2-16-18,377454,797450,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Irregular flake,Secondary,,,23,26,6,,,,16
PS2-17-18,377507,797517,PS2,Park Smiddy 2,,1,,Grey flint,,OK,Core,With cortex,Bipolar,Nice bipolar core. Four opposed platforms.,27,26,10,photograph,,,17
PS2-18-18,377447,797484,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Inner,,Flat platform,27,19,6,,,,18
PS2-19-18,377501,797473,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Inner,,Flat platform,21,21,7,,,,19
PS2-20a-18,377545,797591,PS2,Park Smiddy 2,,1,,Translucent brown flint,,OK,Regular flake,Inner,,Narrow platform,13,16,2,,,,20
PS2-20b-18,377545,797591,PS2,Park Smiddy 2,,1,,Translucent brown flint,,OK,Regular flake,Inner,,Narrow platform,15,12,2,,,,20
PS2-21-18,377516,797552,PS2,Park Smiddy 2,,1,,Toffee coloured flint,,OK,Regular flake,Inner,,Narrow platform,28,13,2,,,,21
PS2-22-18,377505,797572,PS2,Park Smiddy 2,,1,,Mottled grey flint,,Patinated?,Utilised blade,Inner,,Prximal surviving. Edge damage from use wear along sides and end,broken 27,10,4,photograph,,,22
PS2-23-18,377543,797580,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Secondary,,Flat platform,17,19,6,,,,23
PS2-24-18,377507,797575,PS2,Park Smiddy 2,,1,,Mottled grey flint,,OK,Flake fragment,Inner,,,,,,,,,24
PS2-25-18,377487,797491,PS2,Park Smiddy 2,,1,,Mottled brown flint,,OK,Irregular flake,Secondary,,Crushed platform,18,27,5,,,,25
PS2-26-18,377574,797591,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Secondary,,,16,13,3,,,,26
PS2-27-18,377464,797477,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Blade,Inner,,Distal surviving,broken 13,8,2,,,,27
PS2-28-18,377548,797470,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Irregular flake,Inner,,,20,18,5,,,,28
PS2-29-18,377576,797598,PS2,Park Smiddy 2,,1,,Red flint,,OK,Regular flake,Inner,,Narrow platform,19,7,3,,,,29
PS2-30-18,377540,797573,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Primary,,,21,32,10,,,,30
PS2-31-18,377553,797598,PS2,Park Smiddy 2,,1,,Brown flint,,From patinated chunk,Irregular flake,Inner,,From patinated chunk,32,14,7,,,,31
PS2-32-18,377538,797598,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Secondary,,Deep platform,23,23,8,,,,32
PS2-33-18,377573,797608,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Secondary,,Narrow platform,31,18,4,,,,33
PS2-34-18,377450,797492,PS2,Park Smiddy 2,,1,,Grey flint,,OK,Core,With cortex,Core fragment,From single platform blade core,29,27,broken 12,photograph,,,34
PS2-35-18,377567,797610,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Chunk,Secondary,,,,,,,,,35
PS2-37-18,377580,797500,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Core,With cortex,Multi-platform flake core,Small,20,27,21,photograph,,,37
PS2-38-18,377549,797586,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Small flake,,,,,,,,,,38
PS2-39-18,377548,797584,PS2,Park Smiddy 2,,1,,Mottled grey flint,,Frost shattered,Chunk,Secondary,,,,,,,,,39
PS2-40-18,377550,797605,PS2,Park Smiddy 2,,1,,Grey flint,,OK,Small flake,,,,,,,,,,40
PS2-41-18,377507,797578,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Blade,Inner,,Segment,broken 14,10,2,,,,41
PS2-42-18,377597,797548,PS2,Park Smiddy 2,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Platform missing,25,26,8,,,,42
PS2-43-18,377569,797530,PS2,Park Smiddy 2,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Platform missing,25,26,8,,,,43
PS2-44-18,377555,797552,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Inner,,,22,16,5,,,,44
UM2-1-18,375590,796878,UM2,Upper Mills 2,,1,,Brown flint,,OK,Core,With cortex,Bipolar core,Pebble with smooth cortex. Flakes removed from one side and partially on opposite side.,49,45,21,,,,
UM2-2-18,375507,796955,UM2,Upper Mills 2,,1,,Brown flint,,OK,Irregular flake,Primary,,Chalky cortex,39,29,7,,,,
UM2-3-18,375572,796784,UM2,Upper Mills 2,,1,,Toffee coloured flint,,OK,Regular flake,Inner,,Flat platform,16,18,4,,,,
UM2-4-18,375617,796855,UM2,Upper Mills 2,,1,,Mottled grey flint,,OK,Regular flake,Inner,,,15,15,4,,,,
UM2-5-18,375576,796832,UM2,Upper Mills 2,,1,,Brown flint,,OK,Regular flake,Inner,,Flat platform,21,25,4,,,,
UM2-6-18,375624,796794,UM2,Upper Mills 2,,1,,Brown flint,,OK,Irregular flake,Primary,,,17,22,6,,,,
UM2-7-18,375534,797011,UM2,Upper Mills 2,,1,,Brown flint,,OK,Small flake,,,,,,,,,,
UM2-8-18,375455,796983,UM2,Upper Mills 2,,1,,Brown flint,,OK,Regular flake,Secondary,,Flat platform,29,24,8,,,,
UM2-9-18,375418,797012,UM2,Upper Mills 2,,1,,Brown flint,,OK,Regular flake,Secondary,,Cortical platform,25,21,6,,,,
UM2-10-18,375530,796831,UM2,Upper Mills 2,,1,,Mottled grey flint,,OK,Regular flake,Inner,,,17,20,5,,,,
UM2-11-18,375594,796932,UM2,Upper Mills 2,,1,,Grey flint,,OK,Blade,Inner,,Proximal survives,broken 21,11,4,,,,
UM2-12-18,375597,796767,UM2,Upper Mills 2,,1,,Burnt flint,,Burnt,Chunk,Secondary,,,,,,,,,
UM2-13-18,375448,797046,UM2,Upper Mills 2,,1,,Brown flint,,OK,Nodule,,,,30,25,18,,,,
UM2-14-18,375518,797001,UM2,Upper Mills 2,,1,,Brown flint,,OK,Chunk,Secondary,,,,,,,,,
UM2-15-18,375609,796787,UM2,Upper Mills 2,,1,,Red flint,,OK,Regular flake,Inner,,,18,12,4,,,,
BB1-4-19,373795,795949,BB1,Balbridie 1,flint,1,,Brown flint,,OK,Blade,Inner,,,broken 12,9,3,,,,
BB1-5-19,373803,795896,BB1,Balbridie 1,flint,1,,Red flint,,OK,Blade,Inner,,,33,15,4,,,,
BB1-6-19,373603,795962,BB1,Balbridie 1,flint,1,,Mottled grey flint,,OK,Blade,Inner,,,broken 17,12,5,,,,
BB1-8-19,373574,795958,BB1,Balbridie 1,flint,1,,Mottled brown flint,,OK,Blade,Inner,,,24,8,4,,,,
BB1-13-19,373838,795950,BB1,Balbridie 1,flint,1,,Grey flint,,OK,Blade,Inner,,,35,14,9,,,,
BB1-20-19,373679,795928,BB1,Balbridie 1,flint,1,,Brown flint,,OK,Blade,Inner,,,20,10,3,,,,
BB1-21-19,373767,795941,BB1,Balbridie 1,flint,1,,Mottled brown flint,,OK,Blade,Inner,,,25,11,2,,,,
BB1-31-19,373826,795879,BB1,Balbridie 1,flint,1,,Brown flint,,OK,Blade,Secondary,,,13,8,4,,,,
BB1-33-19,373590,795936,BB1,Balbridie 1,flint,1,,Translucent grey,,OK,Blade,Inner,sent to dr alex lucquin york uni for analysis 20/11/19,with black band across it. Possible hafting residue attached?,34,15,5,,,,
BB1-35-19,373787,795942,BB1,Balbridie 1,flint,1,,Mottled brown flint,,OK,Blade,Inner,,,broken 27,16,4,,,,
BB1-37.2-19,373804,795932,BB1,Balbridie 1,flint,1,,Grey flint,,OK,Blade,Inner,,,22,10,3,,,,
BB1-39.1-19,373597,795969,BB1,Balbridie 1,flint,1,,Grey flint,,OK,Blade,Inner,,,broken 14,9,4,,,,
BB1-40-19,373691,795950,BB1,Balbridie 1,flint,1,,Translucent grey,,OK,Blade,Secondary,,,broken 18,8,4,,,,
BB1-42-19,373844,795833,BB1,Balbridie 1,flint,1,,Mottled brown flint,,OK,Blade,Secondary,,Black at distal end,25,12,5,,,,
BB1-43-19,373588,795970,BB1,Balbridie 1,flint,1,,Mottled brown flint,,OK,Blade,Inner,,,broken 21,14,4,,,,
BB1-47.1-19,373671,795936,BB1,Balbridie 1,,1,,?Quartzite bluey,,OK,Blade,Secondary,,Pebble source. Possibly too coarse to be flint? Blue/gray,36,16,4,,,,
BB1-50.2-19,373752,795934,BB1,Balbridie 1,,1,,Burnt flint,,Calcined,Blade,Inner,,,broken 13,11,4,,,,
BB1-51.2-19,373791,795935,BB1,Balbridie 1,,1,,Mottled grey flint,,OK,Blade,Inner,,,30,14,4,,,,
BB1-61-19,373658,795929,BB1,Balbridie 1,flint,1,,Mottled brown flint,,OK,Blade,Inner,,,37,19,5,,,,
BB1-64-19,373635,795965,BB1,Balbridie 1,flint,1,,Brown flint,,OK,Blade,Inner,,,broken 15,7,3,,,,
BB1-65-19,373657,795929,BB1,Balbridie 1,flint,1,,Mottled brown flint,,OK,Blade,Inner,,,35,11,4,,,,
BB1-66-19,373677,795950,BB1,Balbridie 1,flint,1,,Mottled brown flint,,OK,Blade,Inner,,,broken 16,9,3,,,,
BB1-72-19,373792,795932,BB1,Balbridie 1,flint,1,,Grey flint,,OK,Blade,Inner,,,broken 16,9,2,,,,
BB1-73-19,373562,795945,BB1,Balbridie 1,flint,1,,Brown flint,,OK,Blade,Secondary,,,24,10,5,,,,
BB1-75-19,373637,795933,BB1,Balbridie 1,flint,1,,Brown flint,,OK,Blade,Inner,,,20,10,3,,,,
BB1-76.1-19,373773,795935,BB1,Balbridie 1,,1,,Grey flint,,OK,Blade,Inner,,,broken 18,11,4,,,,
BB1-76.2-19,373773,795935,BB1,Balbridie 1,flint,1,,Brown flint,,OK,Blade,Inner,,,24,9,3,,,,
BB1-82-19,373572,795957,BB1,Balbridie 1,flint,1,,Grey flint,,OK,Blade,Inner,,,24,12,3,,,,
BB1-87-19,373784,795940,BB1,Balbridie 1,flint,1,,Mottled grey flint,,OK,Blade,Inner,,,28,14,6,,,,
BB1-89.1-19,373597,795969,BB1,Balbridie 1,,1,,Mottled grey flint,,OK,Blade,Inner,,,27,12,4,,,,
BB1-89.2-19,373597,795969,BB1,Balbridie 1,,1,,Mottled brown flint,,OK,Blade,Inner,,,20,10,3,,,,
BB1-90.1-19,373788,795934,BB1,Balbridie 1,,1,,Grey flint,,OK,Blade,Inner,,,17,8,3,,,,
BB1-92-19,373792,795935,BB1,Balbridie 1,flint,1,,Grey flint,,OK,Blade,Inner,,,30,12,4,,,,
BB1-97.1-19,373796,795943,BB1,Balbridie 1,,1,,Mottled grey flint,,OK,Blade,Inner,,,21,9,3,,,,
BB1-99-19,373636,795958,BB1,Balbridie 1,flint,1,,Brown flint,,OK,Blade,Inner,,,19,7,2,,,,
BB1-106-19,373660,795954,BB1,Balbridie 1,flint,1,,Mottled brown flint,,OK,Blade,Inner,,,25,11,5,,,,
BB1-108-19,373564,795930,BB1,Balbridie 1,flint,1,,Mottled brown flint,,OK,Blade,Inner,,,24,9,3,,,,
BB1-109.1-19,373845,795933,BB1,Balbridie 1,,1,,Grey flint,,OK,Blade,Inner,,,17,9,3,,,,
BB1-109.2-19,373845,795933,BB1,Balbridie 1,flint,1,,Grey flint,,OK,Blade,Inner,,,22,11,5,,,,
BB1-113-19,373745,795937,BB1,Balbridie 1,flint,1,,Agate? Brown striped,,OK,Blade,Inner,,,29,14,6,,,,
BB1-117.1-19,373668,795948,BB1,Balbridie 1,,1,,Mottled brown flint,,OK,Blade,Inner,,Overshot with core base,38,20,12,,,,
BB1-119.3-19,373699,795948,BB1,Balbridie 1,flint,1,,Mottled grey flint,,OK,Blade,Inner,,Broad LN? material,28,19,6,,,,
BB1-121-19,373803,795943,BB1,Balbridie 1,flint,1,,Grey flint,,OK,Blade,Inner,,,23,11,4,,,,
BB1-122.1-19,373816,795880,BB1,Balbridie 1,,1,,Brown flint,,OK,Blade,Inner,,,19,8,2,,,,
BB1-122.2-19,373816,795880,BB1,Balbridie 1,flint,1,,Brown flint,,OK,Blade,Inner,,,17,8,2,,,,
BB1-125.2-19,373807,795940,BB1,Balbridie 1,flint,1,,Mottled grey flint,,OK,Blade,Inner,,,broken 18,12,2,,,,
BB1-128-19,373556,795975,BB1,Balbridie 1,flint,1,,Brown flint,,OK,Blade,Secondary,,,32,13,6,,,,
BB1-135.1-19,373781,795954,BB1,Balbridie 1,,1,,Burnt flint,,Calcined,Blade,Inner,,,broken 14,9,3,,,,
BB1-135.2-19,373781,795954,BB1,Balbridie 1,flint,1,,Brown flint,,OK,Blade,Inner,,,broken 15,9,2,,,,
BB1-137.2-19,373794,795906,BB1,Balbridie 1,flint,1,,Grey flint,,OK,Blade,Inner,,,broken 12,13,3,,,,
BB1-139-19,373568,795975,BB1,Balbridie 1,flint,1,,Mottled brown flint,,OK,Blade,Inner,,,28,13,3,,,,
BB1-141-19,373813,795891,BB1,Balbridie 1,flint,1,,Mottled grey flint,,OK,Blade,Inner,,,broken 20,12,3,,,,
BB1-146.2-19,373797,795896,BB1,Balbridie 1,flint,1,,Burnt flint,,Calcined,Blade,Secondary,,,34,13,6,,,,
BB1-150-19,373827,795900,BB1,Balbridie 1,flint,1,,Mottled grey flint,,OK,Blade,Inner,,,24,12,4,,,,
BB1-154-19,373806,795892,BB1,Balbridie 1,flint,1,,Grey flint,,OK,Blade,Inner,,,17,8,2,,,,
BB1-156-19,373851,795897,BB1,Balbridie 1,flint,1,,Brown flint,,OK,Blade,Inner,,,broken 17,11,4,,,,
BB1-161.1-19,373784,795900,BB1,Balbridie 1,,1,,Grey flint,,OK,Blade,Inner,,,15,8,3,,,,
