ID,X,Y,Code,Location,OrigType,Number,Spot date,Raw material,Total (AC),Condition,Type,SubType,Classification,Description,ML,MW,MTh,SD Ref,AC Number,Photo?,Bag Number
EB1-264-18,374616,795726,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,17,10,4,,,,
EB1-269-18,374556,795806,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Primary,,,39,16,7,,,,
EB1-273-18,374538,795727,EB1,East Balbridie 1,flint,1,?LN,Translucent grey flint,,OK,Regular flake,Inner,Core trimming flake,Deep flat paltform. Flake scars across dorsal face. Thick broad flake.,33,37,14,,,,
EB1-276.1-18,374555,795762,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Deep flat platform.,25,24,12,,,,
EB1-276.2-18,374555,795762,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Cortical platform,32,19,8,,,,
EB1-283-18,374604,795824,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,Core trimming flake,From blade core,23,14,9,,,,
EB1-285-18,374648,795736,EB1,East Balbridie 1,flint,1,,Mottled red flint,,OK,Regular flake,Inner,,Narrow platform,19,15,4,,,,
EB1-290-18,374602,795802,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Primary,,,26,30,14,,,,
EB1-292-18,374427,795833,EB1,East Balbridie 1,flint,1,,Mottled light grey flint,,OK,Regular flake,Inner,,Platform missing,27,17,9,,,,
EB1-293-18,374512,795779,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,20,22,4,,,,
EB1-304-18,374498,795865,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,23,21,6,,,,
EB1-305-18,374462,795817,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Flat platform,14,22,5,,,,
EB1-307.2-18,374611,795746,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,16,18,8,,,,
EB1-310-18,374561,795752,EB1,East Balbridie 1,flint,1,,Grey flint,,OK,Regular flake,Secondary,,,23,13,5,,,,
EB1-314.2-18,374611,795797,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,18,9,4,,,,
EB1-320-18,374575,795775,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Cortical platform,19,16,5,,,,
EB1-328-18,374511,795733,EB1,East Balbridie 1,flint,1,,Mottled red flint,,OK,Regular flake,Inner,,,27,22,6,,,,
EB1-330-18,374426,795735,EB1,East Balbridie 1,flint,1,,Mottled red flint,,OK,Regular flake,Inner,,,17,13,3,,,,
EB1-344-18,374600,795844,EB1,East Balbridie 1,flint,1,,Grey flint,,OK,Regular flake,Secondary,,,27,17,7,,,,
EB1-348-18,374481,795848,EB1,East Balbridie 1,quartz,1,,Quartz,,OK,Regular flake,Inner,,,19,11,5,,,,
EB1-350-18,374613,795810,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,29,15,7,,,,
EB1-351-18,no location,no location,EB1,East Balbridie 1,quartz,1,,Quartz,,OK,Regular flake,Secondary,,Cortical platform,65,77,25,,,,
EB1-352-18,no location,no location,EB1,East Balbridie 1,quartz,1,,Quartz,,OK,Regular flake,Inner,,,37,18,12,,,,
EB2-5.2-18,374686,795726,EB2,East Balbridie 2,flint,1,,Mottled red flint,,OK,Regular flake,Inner,,,19,17,6,,,,
EB2-7-18,374691,795776,EB2,East Balbridie 2,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,17,14,3,,,,
EB2-13-18,374625,795769,EB2,East Balbridie 2,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,36,21,4,,,,
EB2-16.2-18,374679,795733,EB2,East Balbridie 2,flint,1,,Brown flint,,OK,Regular flake,Secondary,,,30,18,8,,,,
EB2-19.1-18,374722,795787,EB2,East Balbridie 2,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Deep platform. From MP/F,32,25,11,,,,
EB2-37.2-18,374718,795759,EB2,East Balbridie 2,flint,1,,Brown flint,,OK,Regular flake,Inner,,,20,21,7,,,,
EB3-2-18,374738,795715,EB3,East Balbridie 3,flint,1,,Mottled red flint,,OK,Regular flake,Secondary,,Platform missing,26,20,7,,,,
EB3-3-18,374749,795690,EB3,East Balbridie 3,flint,1,,Light brown flint,,OK,Regular flake,Inner,,crushed platform,28,22,4,,,,
EB3-5-18,374781,795749,EB3,East Balbridie 3,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,Core trimming flake,To detach cortical face,29,35,16,,,,
EB3-6.1-18,374741,795708,EB3,East Balbridie 3,flint,1,,Toffee-coloured flint,,OK,Regular flake,Secondary,,Flat platform,29,20,7,,,,
EB3-7-18,374737,795715,EB3,East Balbridie 3,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Cortical platform,27,19,6,,,,
EB3-9-18,374524,795832,EB3,East Balbridie 3,flint,1,,Toffee-coloured flint,,OK,Regular flake,Inner,,,18,11,7,,,,
EB3-15-18,374820,795690,EB3,East Balbridie 3,flint,1,,Toffee-coloured flint,,OK,Regular flake,Inner,,crushed platform,26,24,7,,,,
EB1-35-18,374609,795754,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Retouched blade,Inner,Notched,Flat platform. Nibbling blunting retouch/ed down one side at proximal end becoming a notch. For hafting?,34,12,5,,,,
EB1-53-18,374578,795757,EB1,East Balbridie 1,flint,1,,Translucent grey flint,,OK,Retouched blade,Inner,Serrated blade,Narrow platform. Fine serrations made down left side 18 notches/10mm,22,14,4,,,,
EB1-73-18,374574,795727,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Retouched blade,Inner,Knife form,Irregular blunting and denticulate edge damage down both sides and along distal end,29,17,5,,,,
EB1-115-18,374529,795721,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Retouched blade,Inner,Edge retouch,Proximal end survives. Slight bifacial retouch down one edge. Semi scalar reotuch down opposite side. Attempt at Leaf point?,broken 15,16,6,,,,
EB1-210-18,374632,795722,EB1,East Balbridie 1,flint,1,,Translucent red flint,,OK,retouched blade,Inner,Obliquely blunted truncation,Nibbling er obliquely across distal end,19,9,3,,,,
EB1-225-18,374562,795739,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,retouched blade,Inner,Awl,Broad blade/flake with isolated point on distal end - shouldered by nibbling er on one side formimg notch. Tip broken,41,20,7,,,,
EB2-17.2-18,374741,795751,EB2,East Balbridie 2,flint,1,,Red flint,,OK,Retouched blade,Inner,Obliquely blunted truncation,Narrow platform. Steep er down oblique truncation,25,12,4,,,,
EB2-41.2-18,374747,795755,EB2,East Balbridie 2,flint,1,,Mottled brown flint,,OK,Retouched blade,Inner,Edge retouch,Irregular steep nibbling er down both sides. One notched,33,18,7,,,,
EB1-223-18,374634,795778,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Retouched core,Secondary,End scraper,Steep scraper made on core base,35,26,18,,,,
EB2-31-18,374705,795721,EB2,East Balbridie 2,flint,1,,Red flint,,OK,Retouched core,With cortex,Edge retouch,Possibl disc core. Thin but with flaking around both faces. Nibbling er on one pointed side.,31,26,10,,,,
EB1-140-18,374655,795812,EB1,East Balbridie 1,flint,1,Neolithic?,Dark grey flint,,OK,Retouched flake,Secondary,Scraper fragment,Thick fragment with steep scraper edge. Chalky cortex on dorasl face. Neolithic?,,,13,,,,
EB1-180-18,374639,795774,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Retouched flake,Secondary,Scraper,denticulate scraper edge on distal end,38,30,10,,,,
EB1-204.3-18,374575,795788,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Retouched flake,Primary,Scraper,Coarse irregular scraper edge truncated by distal and side breakage.,34,21,9,,,,
EB1-287-18,374649,795765,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Retouched flake,Secondary,Scraper,Irregular scraper edge made on side of thick flake.,20,21,10,,,,
EB1-307.1-18,374611,795746,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Retouched flake,Secondary,Bifacial flaking,Bifacial flaking around pointed side.,18,32,6,,,,
EB1-337-18,374498,795738,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Retouched flake,Secondary,Scraper,Irregular scraper edge made on side of thick flake.,28,32,14,,,,
EB1-349-18,374427,795882,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Retouched flake,Inner,Scraper,Irregular scraper edge around most of thick flake. Hard hammer,32,41,12,,,,
EB2-26-18,374674,795721,EB2,East Balbridie 2,flint,1,,Mottled red flint,,OK,Retouched flake,Secondary,Spokeshave,concave edge made on left side of flake with steep er,37,22,10,,,,
EB2-38-18,374738,795757,EB2,East Balbridie 2,flint,1,,Mottled grey flint,,OK,Retouched flake,Secondary,Scraper,End scraper made on thick flake,27,31,14,,,,
EB1-4-18,374561,795802,EB1,East Balbridie 1,flint,1,,Mottled red flint,,OK,Small flake,Inner,,,,,,,,,
EB1-6.1-18,374631,795802,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,Inner,,,,,,,,,
EB1-14-18,374503,795784,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Small flake,Secondary,,,,,,,,,
EB1-17-18,374651,795794,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Small flake,Inner,,,,,,,,,
EB1-19-18,374589,795759,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,Inner,,,,,,,,,
EB1-26-18,374643,795742,EB1,East Balbridie 1,flint,1,,Translucent grey flint,,OK,Small flake,Inner,,,,,,,,,
EB1-29.1-18,374611,795807,EB1,East Balbridie 1,flint,2,,Mixed flint,,OK,Small flake,Inner,,,,,,,,,
EB1-32-18,374507,795746,EB1,East Balbridie 1,flint,1,,Mottled red flint,,OK,Small flake,Inner,,,,,,,,,
EB1-36.1-18,374558,795719,EB1,East Balbridie 1,flint,1,,Toffee-coloured flint,,OK,Small flake,Inner,,,,,,,,,
EB1-37-18,374609,795763,EB1,East Balbridie 1,flint,2,,Brown flint,,OK,Small flake,Inner,,,,,,,,,
EB1-46-18,374608,795738,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,Inner,,,,,,,,,
EB1-47-18,374530,795703,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,Inner,,,,,,,,,
EB1-50.1-18,374610,795779,EB1,East Balbridie 1,flint,3,,Grey flint,,OK,Small flake,Inner,,,,,,,,,
,,,,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Small flake,Inner,,,,,,,,,
EB1-74-18,374590,795807,EB1,East Balbridie 1,flint,2,,Orange flint,,OK,Small flake,,,,,,,,,,
EB1-101.1-18,374634,795789,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,Inner,,,,,,,,,
EB1-103-18,374594,795835,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
EB1-107-18,374637,795778,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
EB1-119-18,374603,795787,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,Inner,,,,,,,,,
EB1-129-18,374604,795756,EB1,East Balbridie 1,flint,2,,Brown flint,,OK,Small flake,,,,,,,,,,
EB1-132-18,374613,795758,EB1,East Balbridie 1,flint,1,,Toffee-coloured flint,,OK,Small flake,,,,,,,,,,
EB1-138-18,374654,795803,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
EB1-166-18,374612,795778,EB1,East Balbridie 1,flint,1,,Dark grey flint,,OK,Small flake,Primary,,,,,,,,,
EB1-172-18,374543,795727,EB1,East Balbridie 1,flint,3,,Brown flint,,OK,Small flake,,,,,,,,,,
EB1-177-18,374654,795730,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,Inner,,,,,,,,,
EB1-178-18,374642,795743,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Small flake,Inner,,,,,,,,,
EB1-186-18,374642,795802,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
EB1-192-18,374656,795758,EB1,East Balbridie 1,flint,1,,Grey flint,,OK,Small flake,Primary,,,,,,,,,
EB1-194-18,374659,795813,EB1,East Balbridie 1,flint,1,,Toffee-coloured flint,,OK,Small flake,Secondary,,,,,,,,,
EB1-209-18,374515,795760,EB1,East Balbridie 1,flint,1,,Grey flint,,OK,Small flake,Secondary,,,,,,,,,
EB1-212-18,374593,795779,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
EB1-220-18,374614,795815,EB1,East Balbridie 1,flint,1,,Red flint,,OK,Small flake,,,,,,,,,,
EB1-229-18,374575,795750,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
EB1-240-18,374472,795830,EB1,East Balbridie 1,flint,1,,Yellow flint,,OK,Small flake,Inner,,,,,,,,,
EB1-245.1-18,374574,795821,EB1,East Balbridie 1,flint,1,,Light brown flint,,OK,Small flake,,,,,,,,,,
EB1-256-18,374352,795794,EB1,East Balbridie 1,flint,1,,Light brown flint,,OK,Small flake,,,,,,,,,,
EB1-268-18,374631,795701,EB1,East Balbridie 1,flint,1,,Toffee-coloured flint,,OK,Small flake,,,,,,,,,,
EB1-271-18,374553,795743,EB1,East Balbridie 1,flint,2,,Mottled brown flint,,OK,Small flake,,,,,,,,,,
EB1-280-18,374592,795734,EB1,East Balbridie 1,flint,1,,Toffee-coloured flint,,OK,Small flake,Secondary,,,,,,,,,
EB1-282-18,374478,795749,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Small flake,,,,,,,,,,
EB1-284-18,374604,795822,EB1,East Balbridie 1,flint,1,,Red flint,,OK,Small flake,,,,,,,,,,
EB1-289-18,374632,795784,EB1,East Balbridie 1,flint,1,,Quartz,,OK,Small flake,Secondary,,,,,,,,,
EB1-294-18,374510,795781,EB1,East Balbridie 1,flint,1,,Grey flint,,OK,Small flake,Inner,,,,,,,,,
EB1-295-18,374563,795801,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,Inner,,,,,,,,,
EB1-296-18,374790,795790,EB1,East Balbridie 1,flint,1,,Red flint,,OK,Small flake,Inner,,,,,,,,,
EB1-298-18,374409,795856,EB1,East Balbridie 1,flint,1,,Red flint,,OK,Small flake,Inner,,,,,,,,,
EB1-301-18,374604,795811,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,Inner,,,,,,,,,
EB1-309-18,374561,795719,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Small flake,Secondary,,,,,,,,,
EB1-311-18,374559,795776,EB1,East Balbridie 1,flint,1,,Orange flint,,OK,Small flake,Inner,,,,,,,,,
EB1-316-18,374642,795793,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Small flake,,,,,,,,,,
EB1-321-18,374574,795707,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Small flake,Inner,,,,,,,,,
EB1-322-18,374614,795805,EB1,East Balbridie 1,flint,1,,Mottled grey flint,,OK,Small flake,Inner,,,,,,,,,
EB1-329-18,374475,795734,EB1,East Balbridie 1,flint,1,,Mottled red flint,,OK,Small flake,,,,,,,,,,
EB1-332-18,374375,795893,EB1,East Balbridie 1,flint,1,,Mottled brown flint,,OK,Small flake,Inner,,,,,,,,,
EB1-335.1-18,374633,795755,EB1,East Balbridie 1,flint,2,,Brown flint,,OK,Small flake,,,,,,,,,,
EB1-338-18,374560,795736,EB1,East Balbridie 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
EB2-3-18,374668,795711,EB2,East Balbridie 2,flint,1,,Mottled red flint,,OK,Small flake,,,,,,,,,,
EB2-5.1-18,374686,795726,EB2,East Balbridie 2,flint,1,,Toffee-coloured flint,,OK,Small flake,Secondary,,,,,,,,,
EB2-6-18,374742,795775,EB2,East Balbridie 2,flint,1,,Orange flint,,OK,Small flake,Inner,,,,,,,,,
EB2-19.2-18,374722,795787,EB2,East Balbridie 2,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
EB2-21-18,374677,795825,EB2,East Balbridie 2,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
EB2-22-18,374723,795778,EB2,East Balbridie 2,flint,1,,Mottled brown flint,,OK,Small flake,,,,,,,,,,
EB2-30.1-18,374729,795758,EB2,East Balbridie 2,flint,1,,Mottled red flint,,OK,Small flake,,,,,,,,,,
EB2-33-18,374741,795769,EB2,East Balbridie 2,flint,1,,Mottled brown flint,,OK,Small flake,,,,,,,,,,
EB2-41.1-18,374747,795755,EB2,East Balbridie 2,flint,1,,Red flint,,OK,Small flake,,,,,,,,,,
EB2-43-18,374730,795779,EB2,East Balbridie 2,flint,1,,Red flint,,OK,Small flake,,,,,,,,,,
EB3-1-18,374765,795685,EB3,East Balbridie 3,flint,1,,Yellow flint,,OK,Small flake,,,,,,,,,,
EB3-4-18,374767,795730,EB3,East Balbridie 3,flint,1,,Red flint,,OK,Small flake,,,,,,,,,,
EB3-11-18,374718,795677,EB3,East Balbridie 3,flint,1,,Mottled red flint,,OK,Small flake,,,,,,,,,,
EB3-13-18,374774,795739,EB3,East Balbridie 3,flint,1,,Mottled brown flint,,OK,Small flake,,,,,,,,,,
EB3-16-18,374714,795701,EB3,East Balbridie 3,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,
EB1-353-18,,,EB1,East Balbridie 1,stone,1,,Black fine-grained stone,,OK,Unused pebble,,,Fingerlike pebble. No sign of use wear,70,24,19,,,,
KON1-1b-18,359171,799316,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Core,With cortex,Single platform blade,Worked around all perimeter.,34,29,19,,,photo,
KON1-1b-18,359171,799316,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,25,20,5,,,,
KON1-2-18,359116,799397,KON1,Kincardine o'Neil 1,,1,,Translucent brown flint,,OK,Blade,Inner,,Proximal survives. Narrow platform,broken 15,10,3,,,,
KON1-3-18,359206,799384,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Blade,Inner,,Narrow platform. Proximal survives,broken 28,15,3,,,,
KON1-4-18,359173,799437,KON1,Kincardine o'Neil 1,,1,,Grey flint,,OK,Retouched blade,Inner,Notched,Notch made on left side at distal end,25,9,2,,,photo,
KON1-5-18,359168,799425,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Blade,Inner,,Proximal survives. Narrow platform,broken 20,11,2,,,,
KON1-6-18,359231,799519,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Regular flake,Inner,,,20,13,2,,,,
KON1-7-18,359221,799426,KON1,Kincardine o'Neil 1,,1,Meso,Brown flint,,OK,Core,With cortex,Single platform blade,Worked around haf perimeter with cortex backing,25,22,16,,,photo,
KON1-8-18,359244,799415,KON1,Kincardine o'Neil 1,,,,,,,,,,,,,,,,,
KON1-9-18,359133,799357,KON1,Kincardine o'Neil 1,,1,,Burnt flint,,Burnt,Spall,Inner,,,,,,,,,
KON1-10-18,359194,799393,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Blade,Inner,,,20,9,2,,,,
KON1-11-18,359158,799463,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Spall,Inner,,,,,,,,,
KON1-12a-18,359174,799350,KON1,Kincardine o'Neil 1,,1,Meso,Brown flint,,OK,Core,With cortex,Single platform blade/flake,Many step fractures hence abandonment,30,22,14,,,photo,
KON1-12b-18,359174,799350,KON1,Kincardine o'Neil 1,,1,,Red flint,,OK,Chunk,Inner,,,,,,,,,
KON1-13-18,359092,799303,KON1,Kincardine o'Neil 1,,1,LN?,Mottled brown flint,,OK,Core,With cortex,Levallois-like?,,37,29,14,,,photo,
KON1-14-18,359176,799324,KON1,Kincardine o'Neil 1,,1,,Light brown flint,,OK,Flake fragment,Inner,,,,13,2,,,,
KON1-15-18,359197,799370,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Irregular platform. Multi-directional flake scars on dorsal face. Late Neo?,35,36,13,,,,
KON1-16-18,359215,799327,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Chunk,Secondary,,,,,,,,,
KON1-17-18,359168,799487,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,Frost shattering,Irregular flake,Inner,Core trimming flake,,15,18,8,,,,
KON1-18-18,359195,799357,KON1,Kincardine o'Neil 1,,1,,Red flint,,OK,Regular flake,Inner,,,17,12,2,,,,
KON1-19-18,359127,799404,KON1,Kincardine o'Neil 1,,1,,Toffee coloured flint,,OK,Chunk,Secondary,,,,,,,,,
KON1-20-18,359130,799441,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Small flake,Inner,,,,,,,,,
KON1-21-18,359169,799368,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Chunk,Secondary,,,,,,,,,
KON1-22-18,359151,799325,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Chunk,Inner,,,,,,,,,
KON1-23-18,359227,799395,KON1,Kincardine o'Neil 1,,1,,Toffee coloured flint,,OK,Blade,Secondary,,Platform missing,28,16,6,,,,
KON1-24-18,359087,799401,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Core,With cortex,Core fragment,Flat platform . Step fractures.,21,25,12,,,,
KON1-25-18,359191,799397,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,,21,9,4,,,,
KON1-26a-18,359233,799420,KON1,Kincardine o'Neil 1,,1,,Quartzite,,OK,Natural chunk,,,,,,,,,,
KON1-26b-18,359233,799420,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Flake fragment,Secondary,,,,,,,,,
KON1-27-18,359190,799526,KON1,Kincardine o'Neil 1,,1,LN,Mottled brown flint,,OK,Retouched flake,Inner,Knife,Deep dihedral platform. Almost blade-like. Semi-invasive flaking down left side. Opposite edge with cortex down half length.,45,25,9,,,photo,
KON1-28-18,359165,799412,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Flake fragment,Inner,,,,,,,,,
KON1-29-18,359193,799376,KON1,Kincardine o'Neil 1,,1,,Red flint,,OK,Regular flake,Inner,,,21,16,7,,,,
KON1-30-18,359214,799374,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Blade,Inner,,Platform missing,20,10,3,,,,
KON1-31-18,359178,799356,KON1,Kincardine o'Neil 1,,1,,Burnt flint,,Calcined,Chunk,Secondary,,,,,,,,,
KON1-32-18,359170,799394,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Utilised chunk,Inner,Strike-a-light,Irregular chunk used as strike-a-light leaving coarsely worn edges.,45,34,18,,,photo,
KON1-33-18,359178,799341,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Irregular flake,Secondary,,Platform missing,32,15,4,,,,
KON1-34-18,359210,799462,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Core,With cortex,Core fragment,With blade scars,32,22,14,,,photo,
KON1-35-18,359170,799412,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Utilised flake,Inner,,Fragment with nibbling abrupt edge damage and rounding on surviving edge,,,3,,,,
KON1-36-18,359189,799441,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Small flake,,,,,,,,,,
KON1-37-18,359106,799415,KON1,Kincardine o'Neil 1,,1,,Mottled red flint,,OK,Regular flake,Secondary,,,31,15,6,,,,
KON1-38-18,359185,799460,KON1,Kincardine o'Neil 1,,1,,Translucent brown flint,,OK,Blade,Inner,,Narrow platform,26,11,3,,,,
KON1-39-18,359183,799360,KON1,Kincardine o'Neil 1,,1,,Red flint,,OK,Regular flake,Secondary,,Cortical platform,22,17,7,,,,
KON1-40-18,359213,799359,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,Frost shattering,Irregular flake,Primary,,,28,21,6,,,,
KON1-41-18,359138,799467,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Narrow platform,18,18,2,,,,
KON1-42-18,359160,799482,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Chunk,Secondary,,,,,,,,,
KON1-43a-18,359139,799399,KON1,Kincardine o'Neil 1,,1,,Calcined flint,,Burnt,Small flake,Inner,,,,,,,,,
KON1-43b-18,359139,799399,KON1,Kincardine o'Neil 1,,1,,Light brown flint,,Burnt,Chunk,Inner,,,,,,,,,
KON1-44-18,359099,799414,KON1,Kincardine o'Neil 1,,1,,Toffee coloured flint,,OK,Core,Without cortex,Core fragment,Indeterminate,14,14,8,,,,
KON1-45-18,359248,799483,KON1,Kincardine o'Neil 1,,1,,Translucent brown flint,,OK,Small flake,,,,,,,,,,
KON1-46-18,359185,799462,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Flat platfform,18,23,3,,,,
KON1-47-18,359191,799366,KON1,Kincardine o'Neil 1,,1,,Toffee coloured flint,,OK,Flake fragment,Secondary,,,,,,,,,
KON1-48-18,359234,799319,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Blade,Secondary,,,22,11,3,,,,
KON1-49-18,359250,799408,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Flake fragment,Secondary,,Narrow platform,,17,4,,,,
KON1-50-18,359174,799366,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Blade,Inner,,,23,10,2,,,,
KON1-51-18,359130,799504,KON1,Kincardine o'Neil 1,,1,,Brown flint,,Heavily rolled,Irregular flake,Inner,,Heavily rolled and edge damage,18,22,6,,,,
KON1-52-18,359180,799410,KON1,Kincardine o'Neil 1,,1,,Translucent grey flint,,OK,Regular flake,Inner,,Narrow platform,17,10,2,,,,
KON1-53a-18,359188,799466,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Narrow platform,22,23,5,,,,
KON1-53b-18,359188,799466,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Blade,Secondary,,Narrow platform,32,12,4,,,,
KON1-54-18,359225,799417,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,15,13,2,,,,
KON1-55-18,359186,799320,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Chunk,Inner,,,,,,,,,
KON1-56-18,359253,799401,KON1,Kincardine o'Neil 1,,1,,Grey flint,,OK,Chunk,Secondary,,,,,,,,,
KON1-57-18,359196,799383,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Blade,Secondary,,Narrow platform,38,15,7,,,,
KON1-58-18,359167,799432,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Small flake,,,,,,,,,,
KON1-59-18,359232,799452,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Flake fragment,Inner,,,,,,,,,
KON1-60-18,359160,799327,KON1,Kincardine o'Neil 1,,1,,Grey flint,,OK,Regular flake,Inner,,Flat platform,23,30,2,,,,
KON1-61-18,359170,799431,KON1,Kincardine o'Neil 1,,1,,Grey flint,,OK,Chunk,Inner,,,,,,,,,
KON1-62-18,359212,799411,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Blade,Inner,,Narrow platform,21,7,3,,,,
KON1-63-18,359189,799306,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Core,With cortex,Core fragment,,29,23,19,,,,
