ID,X,Y,Code,Location,OrigType,Number,Spot date,Raw material,Total (AC),Condition,Type,SubType,Classification,Description,ML,MW,MTh,SD Ref,AC Number,Photo?,Bag Number,X_OUT,Y_OUT,X_QC,Y_QC,Grid Ref,Lat,Long,,TypeUnique
EP1-4-17,379584,798131,EP1,East Park 1,flint,1,Meso,Mottled light brown flint,1,OK,Microlith,Inner,Elongated triangle,Long narrow triangle,29,9,4,,,,,379584,798131,0,0,NO7958498131,57.073746,-2.3383665,,
EP1-5.1-17,379589,798142,EP1,East Park 1,flint,2,,Red flint,1,OK,Flake fragment,Inner,,,,,,,,,,379589,798142,0,0,NO7958998142,57.073845,-2.3382849,,
EP1-5.2-17,379589,798142,EP1,East Park 1,flint,2,Meso,Mottled light brown flint,1,OK,Microlith,Inner,Crescent,Long narrow crescent,25,5,3,,,,,379589,798142,0,0,NO7958998142,57.073845,-2.3382849,,
EP1-6-17,379596,798156,EP1,East Park 1,flint,3,,Mottled light grey flint,1,OK,Retouched blade,Inner,Awl,Shallow notch on distal end and breakage down other side to form point.,26,10,5,,,,,379596,798156,0,0,NO7959698156,57.073971,-2.3381706,,
EP1-6-17,379596,798156,EP1,East Park 1,flint,3,,Burnt flint,1,Calcined,Flake fragment,Inner,,,,,,,,,,379596,798156,0,0,NO7959698156,57.073971,-2.3381706,,
EP1-6-17,379596,798156,EP1,East Park 1,flint,3,,Grey flint,1,OK,Small flake,Secondary,,,,,,,,,,379596,798156,0,0,NO7959698156,57.073971,-2.3381706,,
EP1-7-17,379566,798098,EP1,East Park 1,flint,1,,Translucent grey flint,1,OK,Small flake,Inner,,,,,,,,,,379566,798098,0,0,NO7956698098,57.073449,-2.3386607,,
EP1-8.1-17,379281,797947,EP1,East Park 1,flint,4,,Mottled light grey flint,1,OK,Regular flake,Inner,,,22,15,4,,,,,379281,797947,0,0,NO7928197947,57.07208,-2.3433487,,
EP1-8.2-17,379281,797947,EP1,East Park 1,flint,4,,Mottled light grey flint,1,OK,Small flake,Inner,,,,,,,,,,379281,797947,0,0,NO7928197947,57.07208,-2.3433487,,
EP1-8.3-17,379281,797947,EP1,East Park 1,flint,4,,Burnt flint,1,Calcined,Spall,Secondary,,,,,,,,,,379281,797947,0,0,NO7928197947,57.07208,-2.3433487,,
EP1-8.4-17,379281,797947,EP1,East Park 1,flint,4,,Mottled light grey flint,1,Proximal surviving,Blade,Inner,,,broken 23,10,2,,,,,379281,797947,0,0,NO7928197947,57.07208,-2.3433487,,
EP1-9.1-17,379266,797953,EP1,East Park 1,flint,7,,Mixed,2,,Small flake,,,,,,,,,,,379266,797953,0,0,NO7926697953,57.072133,-2.3435966,,
EP1-9.2-17,379266,797953,EP1,East Park 1,flint,7,,Translucent grey flint,1,OK,Regular flake,Secondary,,,18,22,5,,,,,379266,797953,0,0,NO7926697953,57.072133,-2.3435966,,
EP1-9.3-17,379266,797953,EP1,East Park 1,flint,7,,Grey flint,1,OK,Regular flake,Secondary,Core trimming flake,,23,15,7,,,,,379266,797953,0,0,NO7926697953,57.072133,-2.3435966,,
EP1-9.4-17,379266,797953,EP1,East Park 1,flint,7,,Mottled grey flint,1,OK,Flake fragment,Secondary,,,,,,,,,,379266,797953,0,0,NO7926697953,57.072133,-2.3435966,,
EP1-9.5-17,379266,797953,EP1,East Park 1,flint,7,,Mottled grey flint,1,OK,Regular flake,Inner,,,19,13,3,,,,,379266,797953,0,0,NO7926697953,57.072133,-2.3435966,,
EP1-10-17,379574,798110,EP1,East Park 1,flint,1,,Burnt flint,1,Calcined,Chunk,Inner,,,,,,,,,,379574,798110,0,0,NO7957498110,57.073557,-2.3385297,,
EP1-11-17,379545,798061,EP1,East Park 1,flint,4,,Grey flint,4,OK,Small flake,Inner,,,,,,,,,,379545,798061,0,0,NO7954598061,57.073116,-2.339004,,
EP1-12-17,379585,798134,EP1,East Park 1,flint,1,,,,,,,,,,,,,,,,379585,798134,0,0,NO7958598134,57.073773,-2.3383503,,
EP1-13-17,379603,798180,EP1,East Park 1,flint,1,Neo?,Mottled brown and black flint,1,OK,Regular flake,Secondary,,Broad large flake with multi-directional flake scars on dorsal face,50,48,7,,,,,379603,798180,0,0,NO7960398180,57.074187,-2.3380571,,
EP1-14-17,379552,798075,EP1,East Park 1,flint,1,,Burnt flint,1,Calcined,Spall,Secondary,,,,,,,,,,379552,798075,0,0,NO7955298075,57.073242,-2.3388897,,
EP1-15.1-17,379502,798019,EP1,East Park 1,flint,3,,Mixed,2,OK,Small flake,Inner,,,,,,,,,,379502,798019,0,0,NO7950298019,57.072737,-2.3397098,,
EP1-15.2-17,379502,798019,EP1,East Park 1,flint,3,,Mottled brown flint,1,OK,Irregular flake,Primary,,,34,27,8,,,,,379502,798019,0,0,NO7950298019,57.072737,-2.3397098,,
EP1-15.3-17,379502,798019,EP1,East Park 1,flint,3,,Mixed,2,,Small flake,,,,,,,,,,,379502,798019,0,0,NO7950298019,57.072737,-2.3397098,,
EP1-16.1-17,379596,798154,EP1,East Park 1,flint,2,,Light grey flint,1,OK,Regular flake,Inner,,,17,15,5,,,,,379596,798154,0,0,NO7959698154,57.073953,-2.3381705,,
EP1-16.2-17,379596,798154,EP1,East Park 1,flint,2,,Grey flint,1,Proximal surviving,Blade,Inner,,,broken 19,10,3,,,,,379596,798154,0,0,NO7959698154,57.073953,-2.3381705,,
EP1-17.1-17,379534,798048,EP1,East Park 1,flint,3,,Mixed,2,OK,Small flake,,,,,,,,,,,379534,798048,0,0,NO7953498048,57.072998,-2.3391844,,
EP1-17.2-17,379534,798048,EP1,East Park 1,flint,3,,Mottled grey flint,1,OK,Flake fragment,Secondary,,,,,,,,,,379534,798048,0,0,NO7953498048,57.072998,-2.3391844,,
EP1-18-17,379547,798065,EP1,East Park 1,flint,1,,Mottled grey flint,1,OK,Irregular flake,Secondary,,,,,,,,,,379547,798065,0,0,NO7954798065,57.073152,-2.3389714,,
EP1-19-17,379555,798079,EP1,East Park 1,flint,5,,Mottled light grey flint,1,OK,Blade,Inner,,,28,12,3,,,,,379555,798079,0,0,NO7955598079,57.073278,-2.3388406,,
EP1-19-17,379555,798079,EP1,East Park 1,flint,5,,Mottled light grey flint,1,OK,Blade,Inner,,,27,12,4,,,,,379555,798079,0,0,NO7955598079,57.073278,-2.3388406,,
EP1-19-17,379555,798079,EP1,East Park 1,flint,5,,Mixed,2,OK,Small flake,Inner,,,,,,,,,,379555,798079,0,0,NO7955598079,57.073278,-2.3388406,,
EP1-20-17,379552,798080,EP1,East Park 1,flint,1,,Burnt flint,1,Calcined,Flake fragment,Inner,,,,,,,,,,379552,798080,0,0,NO7955298080,57.073287,-2.3388901,,
EP1-21-17,379550,798075,EP1,East Park 1,flint,1,,Mottled light grey flint,1,OK,Flake fragment,Inner,,,,,,,,,,379550,798075,0,0,NO7955098075,57.073242,-2.3389227,,
EP1-22.1-17,379500,798021,EP1,East Park 1,flint,2,,Grey flint,1,OK,Regular flake,Secondary,,,21,17,5,,,,,379500,798021,0,0,NO7950098021,57.072754,-2.3397429,,
EP1-22.2-17,379500,798021,EP1,East Park 1,flint,2,,Mottled red flint,1,Proximal surviving,Retouched blade,Inner,Edge retouch,Abrupt edge retouch down one side of thick blade,broken 29,18,10,,,,,379500,798021,0,0,NO7950098021,57.072754,-2.3397429,,
EP1-23-17,379528,798045,EP1,East Park 1,flint,2,,Burnt flint,1,Calcined,Blade,Inner,Distal surviving,,broken 22,12,4,,,,,379528,798045,0,0,NO7952898045,57.072971,-2.3392831,,
EP1-24-17,379549,798072,EP1,East Park 1,flint,1,,Grey flint,1,Proximal surviving,Blade,Inner,,,broken14,9,3,,,,,379549,798072,0,0,NO7954998072,57.073215,-2.3389389,,
EP1-25-17,379548,798069,EP1,East Park 1,flint,1,,Burnt flint,1,Calcined,Spall,Secondary,,,,,,,,,,379548,798069,0,0,NO7954898069,57.073188,-2.3389552,,
EP1-26.1-17,379537,798054,EP1,East Park 1,flint,2,,Light brown flint,1,OK,Regular flake,Inner,,,20,25,3,,,,,379537,798054,0,0,NO7953798054,57.073053,-2.3391354,,
EP1-27.1-17,379542,798063,EP1,East Park 1,flint,4,,Grey flint,1,OK,Small flake,Inner,,,,,,,,,,379542,798063,0,0,NO7954298063,57.073134,-2.3390537,,
EP1-27.2-17,379542,798063,EP1,East Park 1,flint,4,,Translucent grey flint,1,OK,Regular flake,Secondary,,,12,20,5,,,,,379542,798063,0,0,NO7954298063,57.073134,-2.3390537,,
EP1-27.3-17,379542,798063,EP1,East Park 1,flint,4,,Mottled grey flint,1,OK,Blade,Secondary,,,28,13,8,,,,,379542,798063,0,0,NO7954298063,57.073134,-2.3390537,,
EP1-27.4-17,379542,798063,EP1,East Park 1,flint,4,,Mottled brown flint,1,OK,Regular flake,Secondary,,,27,28,7,,,,,379542,798063,0,0,NO7954298063,57.073134,-2.3390537,,
EP1-28.1-17,379547,798069,EP1,East Park 1,flint,2,,Burnt flint,1,Calcined,Chunk,Inner,,,,,,,,,,379547,798069,0,0,NO7954798069,57.073188,-2.3389717,,
EP1-28.2-17,379547,798069,EP1,East Park 1,flint,2,,Mottled grey flint,1,OK,Regular flake,Inner,Platform rejuvenation flake,,23,22,14,,,,,379547,798069,0,0,NO7954798069,57.073188,-2.3389717,,
EP1-29-17,379587,798139,EP1,East Park 1,flint,1,,Mottled grey flint,1,OK,Small flake,Inner,,,,,,,,,,379587,798139,0,0,NO7958798139,57.073818,-2.3383177,,
EP1-30-17,379565,798104,EP1,East Park 1,flint,1,,Grey flint,1,Proximal surviving,Blade,Inner,,,broken 21,11,3,,,,,379565,798104,0,0,NO7956598104,57.073503,-2.3386777,,
EP1-31.1-17,379563,798092,EP1,East Park 1,flint,2,,Burnt flint,1,Calcined,Flake fragment,Secondary,,,,,,,,,,379563,798092,0,0,NO7956398092,57.073395,-2.3387097,,
EP1-31.2-17,379563,798092,EP1,East Park 1,flint,2,,Dark grey flint,1,OK,Irregular flake,Secondary,,,,,,,,,,379563,798092,0,0,NO7956398092,57.073395,-2.3387097,,
EP1-32-17,379557,798085,EP1,East Park 1,flint,2,,Mottled light grey flint,1,OK,Regular flake,Inner,,,28,15,4,,,,,379557,798085,0,0,NO7955798085,57.073332,-2.3388081,,
EP1-32-17,379557,798085,EP1,East Park 1,flint,2,,Brown flint,1,OK,Small flake,Inner,,,,,,,,,,379557,798085,0,0,NO7955798085,57.073332,-2.3388081,,
EP1-33-17,379599,798180,EP1,East Park 1,flint,1,,Mottled grey flint,1,OK,Regular flake,Inner,,,29,19,4,,,,,379599,798180,0,0,NO7959998180,57.074187,-2.3381231,,
EP1-34-17,379434,797992,EP1,East Park 1,flint,1,,Mottled red flint,1,OK,Blade,Inner,,,18,12,4,,,,,379434,797992,0,0,NO7943497992,57.072491,-2.3408291,,
EP1-35-17,379600,798168,EP1,East Park 1,flint,1,,Light grey flint,1,OK,Small flake,Inner,,,,,,,,,,379600,798168,0,0,NO7960098168,57.074079,-2.3381056,,
EP1-35-17,379600,798168,EP1,East Park 1,flint,1,,Light grey flint,1,Distal surviving,Blade,Inner,,,broken 18,8,2,,,,,379600,798168,0,0,NO7960098168,57.074079,-2.3381056,,
EP1-36.1-17,379245,797951,EP1,East Park 1,flint,5,,Burnt flint,1,Burnt/frost,Spall,Secondary,,,,,,,,,,379245,797951,0,0,NO7924597951,57.072114,-2.3439428,,
EP1-36.2-17,379245,797951,EP1,East Park 1,flint,5,,Grey flint,1,OK,Small flake,Inner,,,,,,,,,,379245,797951,0,0,NO7924597951,57.072114,-2.3439428,,
EP1-36.3-17,379245,797951,EP1,East Park 1,flint,5,,Toffee coloured flint,1,OK,Flake fragment,Inner,,,,,,,,,,379245,797951,0,0,NO7924597951,57.072114,-2.3439428,,
EP1-36.4-17,379245,797951,EP1,East Park 1,flint,5,,Grey flint,1,OK,Flake fragment,Inner,,,,,,,,,,379245,797951,0,0,NO7924597951,57.072114,-2.3439428,,
EP1-36.5-17,379245,797951,EP1,East Park 1,flint,5,,Translucent grey flint,1,OK,Regular flake,Secondary,,,25,16,9,,,,,379245,797951,0,0,NO7924597951,57.072114,-2.3439428,,
EP1-37.1-17,379236,797950,EP1,East Park 1,flint,4,,Burnt flint,1,Calcined,Chunk,Inner,,,,,,,,,,379236,797950,0,0,NO7923697950,57.072105,-2.3440911,,
EP1-37.2-17,379236,797950,EP1,East Park 1,flint,4,,Mottled grey flint,1,OK,Core,With cortex,SP/F,Abandoned because of step fractures,30,57,35,,,,,379236,797950,0,0,NO7923697950,57.072105,-2.3440911,,
EP1-37.3-17,379236,797950,EP1,East Park 1,flint,4,,Burnt flint,1,Calcined,Blade,Inner,,,33,17,4,,,,,379236,797950,0,0,NO7923697950,57.072105,-2.3440911,,
EP1-37.4-17,379236,797950,EP1,East Park 1,flint,4,,Mottled grey flint,1,OK,Flake fragment,Secondary,,,,,,,,,,379236,797950,0,0,NO7923697950,57.072105,-2.3440911,,
EP1-38.1-17,379318,797951,EP1,East Park 1,flint,3,,Mixed,2,Calcined,Small flake,Inner,,,,,,,,,,379318,797951,0,0,NO7931897951,57.072117,-2.3427388,,
EP1-38.2-17,379318,797951,EP1,East Park 1,flint,3,,Grey flint,1,OK,Chunk,Secondary,,,,,,,,,,379318,797951,0,0,NO7931897951,57.072117,-2.3427388,,
EP1-39-17,379481,798009,EP1,East Park 1,flint,1,,Mottled red flint,1,OK,Core,With cortex,MP/BF,,47,35,23,,,,,379481,798009,0,0,NO7948198009,57.072646,-2.3400553,,
EP1-40-17,379368,797948,EP1,East Park 1,flint,1,,Mottled brown flint,1,OK,Regular flake,Secondary,,,37,26,12,,,,,379368,797948,0,0,NO7936897948,57.072093,-2.3419139,,
EP1-41-17,379540,798054,EP1,East Park 1,flint,4,,Mixed,4,OK,Small flake,Inner,,,,,,,,,,379540,798054,0,0,NO7954098054,57.073053,-2.3390859,,
EP1-42-17,379549,798068,EP1,East Park 1,flint,4,,Mixed,4,,Small flake,,,,,,,,,,,379549,798068,0,0,NO7954998068,57.073179,-2.3389386,,
EP1-43-17,379600,798163,EP1,East Park 1,flint,2,,Brown flint,1,OK,Chunk,Secondary,,,,,,,,,,379600,798163,0,0,NO7960098163,57.074034,-2.3381052,,
EP1-43-17,379600,798163,EP1,East Park 1,flint,2,,Grey flint,1,OK,Small flake,Secondary,,,,,,,,,,379600,798163,0,0,NO7960098163,57.074034,-2.3381052,,
EP1-44-17,379471,798006,EP1,East Park 1,flint,1,,Mottled red flint,1,OK,Flake fragment,Secondary,,,,,,,,,,379471,798006,0,0,NO7947198006,57.072618,-2.34022,,
EP1-45-17,379405,797981,EP1,East Park 1,flint,1,,Glazed Ceramics,,,,,,,,,,,,,,379405,797981,0,0,NO7940597981,57.072391,-2.3413064,,
EP1-46-17,379312,797943,EP1,East Park 1,flint,10,,Mixed,3,OK,Small flake,Inner,,,,,,,,,,379312,797943,0,0,NO7931297943,57.072045,-2.3428371,,
EP1-46-17,379312,797943,EP1,East Park 1,flint,10,,Burnt flint,2,Calcined,Small flake,Inner,,,,,,,,,,379312,797943,0,0,NO7931297943,57.072045,-2.3428371,,
EP1-46-17,379312,797943,EP1,East Park 1,flint,10,,Grey flint,1,OK,Flake fragment,Secondary,,,,,,,,,,379312,797943,0,0,NO7931297943,57.072045,-2.3428371,,
EP1-46-17,379312,797943,EP1,East Park 1,flint,10,,Burnt flint,1,Calcined,Spall,Secondary,,,,,,,,,,379312,797943,0,0,NO7931297943,57.072045,-2.3428371,,
EP1-46-17,379312,797943,EP1,East Park 1,flint,10,,Brown flint,1,OK,Regular flake,Inner,,,,,,,,,,379312,797943,0,0,NO7931297943,57.072045,-2.3428371,,
EP1-46-17,379312,797943,EP1,East Park 1,flint,10,,Burnt flint,1,Calcined,Blade,Inner,,Distal end survives,broken 19,10,4,,,,,379312,797943,0,0,NO7931297943,57.072045,-2.3428371,,
EP1-46-17,379312,797943,EP1,East Park 1,flint,10,,Brown flint,1,Proximal surviving,Blade,Inner,,,broken 24,12,3,,,,,379312,797943,0,0,NO7931297943,57.072045,-2.3428371,,
EP1-46-17,379312,797943,EP1,East Park 1,flint,10,,Grey flint,1,Patinated,Flake fragment,Primary,,,,,,,,,,379312,797943,0,0,NO7931297943,57.072045,-2.3428371,,
EP1-47-17,379272,797948,EP1,East Park 1,flint,8,,Mottled grey flint,1,OK,Regular flake,Secondary,,,20,14,4,,,,,379272,797948,0,0,NO7927297948,57.072088,-2.3434972,,
EP1-47-17,379272,797948,EP1,East Park 1,flint,8,,Mottled grey flint,1,OK,Blade,Inner,,,22,9,4,,,,,379272,797948,0,0,NO7927297948,57.072088,-2.3434972,,
EP1-47-17,379272,797948,EP1,East Park 1,flint,8,,Burnt flint,3,Calcined,Chunk,Inner,,,,,,,,,,379272,797948,0,0,NO7927297948,57.072088,-2.3434972,,
EP1-47-17,379272,797948,EP1,East Park 1,flint,8,,Mottled red flint,1,OK,Retouched flake,Secondary,End scraper,Small scraper section on distal end,37,35,11,,,,,379272,797948,0,0,NO7927297948,57.072088,-2.3434972,,
EP1-48-17,379302,797956,EP1,East Park 1,flint,1,,Mottled grey flint,1,OK,Regular flake,Inner,,,34,24,6,,,,,379302,797956,0,0,NO7930297956,57.072162,-2.3430031,,
EP1-49.1-17,379288,797947,EP1,East Park 1,flint,4,,Grey flint,1,OK,Chunk,Secondary,,,,,,,,,,379288,797947,0,0,NO7928897947,57.07208,-2.3432333,,
EP1-49.2-17,379288,797947,EP1,East Park 1,flint,4,,Burnt flint,1,Calcined,Spall,Secondary,,,,,,,,,,379288,797947,0,0,NO7928897947,57.07208,-2.3432333,,
EP1-49.3-17,379288,797947,EP1,East Park 1,flint,4,,Light grey flint,1,OK,Small flake,Inner,,,,,,,,,,379288,797947,0,0,NO7928897947,57.07208,-2.3432333,,
EP1-49.4-17,379288,797947,EP1,East Park 1,flint,4,,Mottled grey flint,1,OK,Retouched blade,Secondary,Knife form,Large broad blade with regular nibbling edge retouch/use wear down one side,44,21,7,,,,,379288,797947,0,0,NO7928897947,57.07208,-2.3432333,,
EP1-50-17,379588,798199,EP1,East Park 1,flint,1,,Burnt flint,1,Calcined,Chunk,Inner,,,,,,,,,,379588,798199,0,0,NO7958898199,57.074357,-2.3383061,,
EP1-51-17,379475,798020,EP1,East Park 1,flint,1,,Mottled brown flint,1,OK,Blade,Inner,,,22,12,3,,,,,379475,798020,0,0,NO7947598020,57.072744,-2.3401552,,
EP1-52-17,379363,797946,EP1,East Park 1,flint,3,,Mottled grey flint,1,OK,Irregular flake,Primary,,,,,,,,,,379363,797946,0,0,NO7936397946,57.072075,-2.3419962,,
EP1-52-17,379363,797946,EP1,East Park 1,flint,3,,Light grey flint,1,Patinated,Regular flake,Inner,,,22,17,5,,,,,379363,797946,0,0,NO7936397946,57.072075,-2.3419962,,
EP1-52-17,379363,797946,EP1,East Park 1,flint,3,,Mottled grey flint,1,OK,Flake fragment,Secondary,,,,,,,,,,379363,797946,0,0,NO7936397946,57.072075,-2.3419962,,
EP1-53.1-17,379323,797940,EP1,East Park 1,flint,8,,Mixed,5,OK,Small flake,Inner,,,,,,,,,,379323,797940,0,0,NO7932397940,57.072019,-2.3426555,,
EP1-53.2-17,379323,797940,EP1,East Park 1,flint,8,,Grey flint,1,OK,Regular flake,Inner,,,17,20,4,,,,,379323,797940,0,0,NO7932397940,57.072019,-2.3426555,,
EP1-53.3-17,379323,797940,EP1,East Park 1,flint,8,,Light grey flint,1,Patinated,Regular flake,Secondary,,,19,17,5,,,,,379323,797940,0,0,NO7932397940,57.072019,-2.3426555,,
EP1-54-17,379352,797951,EP1,East Park 1,flint,1,,Grey flint,1,Frost/burnt,Spall,Inner,,,,,,,,,,379352,797951,0,0,NO7935297951,57.072119,-2.3421781,,
EP1-55-17,379568,798104,EP1,East Park 1,flint,4,,Burnt flint,1,Calcined,Spall,Inner,,,,,,,,,,379568,798104,0,0,NO7956898104,57.073503,-2.3386282,,
EP1-55-17,379568,798104,EP1,East Park 1,flint,4,,Mixed,2,,Small flake,,,,,,,,,,,379568,798104,0,0,NO7956898104,57.073503,-2.3386282,,
EP1-55-17,379568,798104,EP1,East Park 1,flint,4,,Red flint,1,OK,Blade,Secondary,,,29,9,3,,,,,379568,798104,0,0,NO7956898104,57.073503,-2.3386282,,
EP1-56.1-17,379307,797945,EP1,East Park 1,flint,13,,Mottled brown flint,1,Distal surviving,Blade,Inner,,,broken 43,19,6,,,,,379307,797945,0,0,NO7930797945,57.072063,-2.3429197,,
EP1-56.2-17,379307,797945,EP1,East Park 1,flint,13,,Mottled grey flint,1,OK,Regular flake,Secondary,,,36,18,11,,,,,379307,797945,0,0,NO7930797945,57.072063,-2.3429197,,
EP1-56.3-17,379307,797945,EP1,East Park 1,flint,13,,Grey flint,1,OK,Regular flake,Secondary,,,55,34,11,,,,,379307,797945,0,0,NO7930797945,57.072063,-2.3429197,,
EP1-56.4-17,379307,797945,EP1,East Park 1,flint,13,,Grey flint,1,OK,Flake fragment,Secondary,,,,,,,,,,379307,797945,0,0,NO7930797945,57.072063,-2.3429197,,
EP1-56.5-17,379307,797945,EP1,East Park 1,flint,13,,Grey flint,1,OK,Irregular flake,Secondary,,,,,,,,,,379307,797945,0,0,NO7930797945,57.072063,-2.3429197,,
EP1-56.6-17,379307,797945,EP1,East Park 1,flint,13,,Grey flint,2,OK,Small flake,Inner,,,,,,,,,,379307,797945,0,0,NO7930797945,57.072063,-2.3429197,,
EP1-56.7-17,379307,797945,EP1,East Park 1,flint,13,,Burnt flint,1,Calcined,Chunk,Inner,,,,,,,,,,379307,797945,0,0,NO7930797945,57.072063,-2.3429197,,
EP1-56.8-17,379307,797945,EP1,East Park 1,flint,13,,Grey flint,1,Distal surviving,Blade,Inner,,,Broken 24,12,4,,,,,379307,797945,0,0,NO7930797945,57.072063,-2.3429197,,
EP1-56.9-17,379307,797945,EP1,East Park 1,flint,13,,Grey flint,1,Proximal surviving,Blade,Inner,,,Broken 30,14,5,,,,,379307,797945,0,0,NO7930797945,57.072063,-2.3429197,,
EP1-56.10-17,379307,797945,EP1,East Park 1,flint,13,,Light grey flint,1,OK,Retouched blade,Inner,Notch at base,Fine notch worked on one side of proximal end.,29,14,4,,,,,379307,797945,0,0,NO7930797945,57.072063,-2.3429197,,
EP1-57-17,379267,797951,EP1,East Park 1,flint,1,,Brown flint,1,OK,Chunk,Inner,,,,,,,,,,379267,797951,0,0,NO7926797951,57.072115,-2.3435799,,
EP1-58-17,379249,797950,EP1,East Park 1,flint,1,,Burnt flint,1,Calcined,Blade,Inner,,Distal surviving,broken 27,16,4,,,,,379249,797950,0,0,NO7924997950,57.072105,-2.3438767,,
EP1-59.1-17,379328,797945,EP1,East Park 1,flint,16,,Burnt flint,1,Frost/burnt,Chunk,Secondary,,,,,,,,,,379328,797945,0,0,NO7932897945,57.072064,-2.3425734,,
EP1-59.2-17,379328,797945,EP1,East Park 1,flint,16,,Mottled red flint,1,OK,Core,Without cortex,MP/BF,A large flake from core really,54,34,17,,,,,379328,797945,0,0,NO7932897945,57.072064,-2.3425734,,
EP1-59.3-17,379328,797945,EP1,East Park 1,flint,16,,Mottled grey flint,1,OK,Core,Without cortex,SP/Blade,Flat back,45,32,30,,,,,379328,797945,0,0,NO7932897945,57.072064,-2.3425734,,
EP1-59.4-17,379328,797945,EP1,East Park 1,flint,16,,Mottled grey flint,1,OK,Core,With cortex,Split pebble,,44,42,24,,,,,379328,797945,0,0,NO7932897945,57.072064,-2.3425734,,
EP1-59.5-17,379328,797945,EP1,East Park 1,flint,16,,Mottled grey flint,1,OK,Blade,Inner,,,43,12,5,,,,,379328,797945,0,0,NO7932897945,57.072064,-2.3425734,,
EP1-59.6-17,379328,797945,EP1,East Park 1,flint,16,,Mixed,5,OK,Small flake,Inner,,,,,,,,,,379328,797945,0,0,NO7932897945,57.072064,-2.3425734,,
EP1-59.7-17,379328,797945,EP1,East Park 1,flint,16,,Grey flint,1,OK,Regular flake,Inner,,,20,14,4,,,,,379328,797945,0,0,NO7932897945,57.072064,-2.3425734,,
EP1-59.8-17,379328,797945,EP1,East Park 1,flint,16,,Mottled grey flint,1,OK,Regular flake,Inner,,,22,14,3,,,,,379328,797945,0,0,NO7932897945,57.072064,-2.3425734,,
EP1-59.9-17,379328,797945,EP1,East Park 1,flint,16,,Quartz,1,OK,Spall,Secondary,,,,,,,,,,379328,797945,0,0,NO7932897945,57.072064,-2.3425734,,
EP1-59.10-17,379328,797945,EP1,East Park 1,flint,16,,Mottled brown flint,1,OK,Blade,Secondary,,,33,17,4,,,,,379328,797945,0,0,NO7932897945,57.072064,-2.3425734,,
EP1-59.11-17,379328,797945,EP1,East Park 1,flint,16,,Mottled brown flint,1,OK,Regular flake,Inner,,,22,17,6,,,,,379328,797945,0,0,NO7932897945,57.072064,-2.3425734,,
EP1-59.12-17,379328,797945,EP1,East Park 1,flint,16,,Mottled grey flint,1,OK,Regular flake,Secondary,,,39,22,8,,,,,379328,797945,0,0,NO7932897945,57.072064,-2.3425734,,
EP1-60.1-17,379505,798023,EP1,East Park 1,flint,3,,Burnt flint,2,Calcined,Chunk,Inner,,,,,,,,,,379505,798023,0,0,NO7950598023,57.072773,-2.3396606,,
EP1-60.2-17,379505,798023,EP1,East Park 1,flint,3,,Red flint,1,Burnt/frost,Regular flake,Secondary,Core trimming flake,From blade core,27,29,11,,,,,379505,798023,0,0,NO7950598023,57.072773,-2.3396606,,
