ID,X,Y,Code,Location,OrigType,Number,Spot date,Raw material,Total (AC),Condition,Type,SubType,Classification,Description,ML,MW,MTh,SD Ref,AC Number,Photo?,Bag Number,X_OUT,Y_OUT,X_QC,Y_QC,Grid Ref,Lat,Long,,TypeUnique
NM4-60.1-18,375821,796292,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375821,796292,0,0,NO7582196292,57.057044,-2.4002527,,
NM4-70.1-18,375845,796221,NM4,Nether Mills 4,flint,1,,Mottled red flint,,Frost shatter?,Spall,,,,,,,,,,,375845,796221,0,0,NO7584596221,57.056407,-2.3998501,,
NM4-79.1-18,375844,796142,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,Frost shatter?,Spall,,,,,,,,,,,375844,796142,0,0,NO7584496142,57.055697,-2.399859,,
NM4-85-18,375806,796285,NM4,Nether Mills 4,flint,1,,Red flint,,Frost shatter?,Spall,,,,,,,,,,,375806,796285,0,0,NO7580696285,57.05698,-2.4004993,,
NM4-86.1-18,375863,796128,NM4,Nether Mills 4,flint,1,,Mottled red flint,,Frost shatter?,Spall,,,,,,,,,,,375863,796128,0,0,NO7586396128,57.055573,-2.3995444,,
NM4-104.2-18,375809,796317,NM4,Nether Mills 4,flint,1,,Brown flint,,Frost shatter?,Spall,Inner,,,,,,,,,,375809,796317,0,0,NO7580996317,57.057268,-2.4004529,,
NM4-122-18,375801,796350,NM4,Nether Mills 4,flint,1,,Mottled red flint,,Frost shatter?,Spall,,,,,,,,,,,375801,796350,0,0,NO7580196350,57.057564,-2.400588,,
NM4-129.2-18,375864,796150,NM4,Nether Mills 4,flint,1,,Brown flint,,Frost shatter?,Spall,,,,,,,,,,,375864,796150,0,0,NO7586496150,57.05577,-2.3995301,,
NM4-149-18,375827,796267,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,Inner,,,,,,,,,,375827,796267,0,0,NO7582796267,57.056819,-2.4001513,,
NM4-164-18,375855,796161,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375855,796161,0,0,NO7585596161,57.055869,-2.3996795,,
NM4-174-18,375858,796149,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375858,796149,0,0,NO7585896149,57.055761,-2.3996289,,
NM4-177.2-18,375815,796289,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,Inner,,,,,,,,,,375815,796289,0,0,NO7581596289,57.057016,-2.4003513,,
NM4-196.4-18,375842,796136,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Spall,,,,,,,,,,,375842,796136,0,0,NO7584296136,57.055643,-2.3998914,,
NM4-205-18,375829,796241,NM4,Nether Mills 4,flint,1,,Brown flint,,Frost shatter?,Spall,,,,,,,,,,,375829,796241,0,0,NO7582996241,57.056586,-2.4001158,,
NM4-208-18,375846,796176,NM4,Nether Mills 4,flint,2,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375846,796176,0,0,NO7584696176,57.056003,-2.3998293,,
NM4-242-18,375798,796253,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Spall,,,,,,,,,,,375798,796253,0,0,NO7579896253,57.056692,-2.4006281,,
NM4-248-18,375824,796275,NM4,Nether Mills 4,flint,1,,Mottled red flint,,Frost shatter?,Spall,,,,,,,,,,,375824,796275,0,0,NO7582496275,57.056891,-2.4002016,,
NM4-267-18,375872,796141,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375872,796141,0,0,NO7587296141,57.05569,-2.3993973,,
NM4-281.1-18,375859,796368,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375859,796368,0,0,NO7585996368,57.057728,-2.3996335,,
NM4-286.1-18,375872,796319,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375872,796319,0,0,NO7587296319,57.057289,-2.3994145,,
NM4-289.2-18,375867,796352,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375867,796352,0,0,NO7586796352,57.057585,-2.3995001,,
NM4-294.1-18,375847,796405,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375847,796405,0,0,NO7584796405,57.05806,-2.3998349,,
NM4-300-18,375870,796180,NM4,Nether Mills 4,flint,2,,Red flint,,Frost shatter?,Spall,,,,,,,,,,,375870,796180,0,0,NO7587096180,57.05604,-2.399434,,
NM4-303.2-18,375873,796149,NM4,Nether Mills 4,flint,1,,Grey flint,,Frost shatter?,Spall,,,,,,,,,,,375873,796149,0,0,NO7587396149,57.055762,-2.3993816,,
NM4-308-18,375875,796211,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375875,796211,0,0,NO7587596211,57.056319,-2.3993546,,
NM4-318.2-18,375849,796326,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375849,796326,0,0,NO7584996326,57.057351,-2.3997943,,
NM4-319.2-18,375884,796173,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375884,796173,0,0,NO7588496173,57.055978,-2.3992026,,
NM4-328-18,375887,796221,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375887,796221,0,0,NO7588796221,57.056409,-2.3991577,,
NM4-349.2-18,375855,796325,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375855,796325,0,0,NO7585596325,57.057342,-2.3996953,,
NM4-377.4-18,375891,796171,NM4,Nether Mills 4,,1,,Mottled grey flint,,Frost shatter?,Spall,,,,,,,,,,,375891,796171,0,0,NO7589196171,57.05596,-2.399087,,
NM4-382-18,375857,796324,NM4,Nether Mills 4,flint,1,,Grey flint,,Frost shatter?,Spall,Secondary,,,,,,,,,,375857,796324,0,0,NO7585796324,57.057333,-2.3996623,,
NM4-405-18,375892,796192,NM4,Nether Mills 4,,1,,Red flint,,Frost shatter?,Spall,,,,,,,,,,,375892,796192,0,0,NO7589296192,57.056149,-2.3990725,,
NM4-450-18,375866,796320,NM4,Nether Mills 4,flint,1,,Brown flint,,Frost shatter?,Spall,,,,,,,,,,,375866,796320,0,0,NO7586696320,57.057298,-2.3995135,,
NM4-465-18,375868,796193,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375868,796193,0,0,NO7586896193,57.056157,-2.3994683,,
NM4-527-18,375852,796339,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,Frost shatter?,Spall,Secondary,,,,,,,,,,375852,796339,0,0,NO7585296339,57.057467,-2.3997461,,
NM4-534.1-18,375824,796273,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375824,796273,0,0,NO7582496273,57.056873,-2.4002014,,
NM4-561.1-18,375858,796333,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,Spall,Secondary,,,,,,,,,,375858,796333,0,0,NO7585896333,57.057414,-2.3996466,,
NM4-596-18,375858,796306,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375858,796306,0,0,NO7585896306,57.057171,-2.399644,,
NM4-603-18,375822,796345,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Spall,Primary,,,,,,,,,,375822,796345,0,0,NO7582296345,57.05752,-2.4002413,,
NM4-630-18,375874,796165,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375874,796165,0,0,NO7587496165,57.055906,-2.3993666,,
NM4-639-18,375846,796322,NM4,Nether Mills 4,flint,2,,Red flint,,Frost shatter?,Spall,,,,,,,,,,,375846,796322,0,0,NO7584696322,57.057314,-2.3998434,,
NM4-643.2-18,375860,796330,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Spall,,,,,,,,,,,375860,796330,0,0,NO7586096330,57.057387,-2.3996134,,
NM4-670-18,375858,796461,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Spall,,,,,,,,,,,375858,796461,0,0,NO7585896461,57.058564,-2.399659,,
NM4-672.2-18,375867,796378,NM4,Nether Mills 4,flint,1,,Grey flint,,OK,Spall,,,,,,,,,,,375867,796378,0,0,NO7586796378,57.057819,-2.3995026,,
NM4-679.2-18,375859,796368,NM4,Nether Mills 4,flint,1,,Brown flint,,Frost shatter?,Spall,,,,,,,,,,,375859,796368,0,0,NO7585996368,57.057728,-2.3996335,,
NM4-680-18,375857,796357,NM4,Nether Mills 4,flint,1,,Mottled red flint,,Frost shatter?,Spall,,,,,,,,,,,375857,796357,0,0,NO7585796357,57.057629,-2.3996654,,
NM4-703.1-18,375874,796315,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,Secondary,,,,,,,,,,375874,796315,0,0,NO7587496315,57.057253,-2.3993811,,
NM4-705.2-18,375872,796360,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375872,796360,0,0,NO7587296360,57.057657,-2.3994184,,
NM4-719.2-18,375877,796324,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375877,796324,0,0,NO7587796324,57.057334,-2.3993325,,
NM4-721.1-18,375872,796323,NM4,Nether Mills 4,,1,,Mottled red flint,,Frost shatter?,Spall,,,,,,,,,,,375872,796323,0,0,NO7587296323,57.057325,-2.3994149,,
NM4-721.2-18,375872,796323,NM4,Nether Mills 4,,1,,Mottled grey flint,,Frost shatter?,Spall,,,,,,,,,,,375872,796323,0,0,NO7587296323,57.057325,-2.3994149,,
NM4-726.3-18,375889,796341,NM4,Nether Mills 4,flint,1,,Calcined flint,,OK,Spall,,,,,,,,,,,375889,796341,0,0,NO7588996341,57.057487,-2.3991363,,
NM4-730.1-18,375889,796342,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375889,796342,0,0,NO7588996342,57.057496,-2.3991364,,
NM4-733.2-18,375892,796350,NM4,Nether Mills 4,flint,1,,Grey flint,,Frost shatter?,Spall,,,,,,,,,,,375892,796350,0,0,NO7589296350,57.057568,-2.3990878,,
NM4-734-18,375895,796259,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,,,,,,,,,,,375895,796259,0,0,NO7589596259,57.056751,-2.3990295,,
NM4-735-18,375860,796343,NM4,Nether Mills 4,flint,1,,Red flint,,Frost shatter?,Spall,,,,,,,,,,,375860,796343,0,0,NO7586096343,57.057504,-2.3996146,,
NM4-742-18,375916,796268,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Spall,Secondary,,,,,,,,,,375916,796268,0,0,NO7591696268,57.056833,-2.3986842,,
NM4-762.1-18,375871,796351,NM4,Nether Mills 4,,1,,Mottled red flint,,Frost shatter?,Spall,Inner,,,,,,,,,,375871,796351,0,0,NO7587196351,57.057576,-2.3994341,,
NM4-762.2-18,375871,796351,NM4,Nether Mills 4,,1,,Mottled grey flint,,Frost shatter?,Spall,,,,,,,,,,,375871,796351,0,0,NO7587196351,57.057576,-2.3994341,,
NM4-782-18,375883,796244,NM4,Nether Mills 4,flint,1,,Mottled red flint,,Frost shatter?,Spall,,,,,,,,,,,375883,796244,0,0,NO7588396244,57.056616,-2.3992259,,
NM4-808-18,375854,796207,NM4,Nether Mills 4,flint,1,,Mottled red flint,,OK,Spall,,,,,,,,,,,375854,796207,0,0,NO7585496207,57.056282,-2.3997004,,
NM4-833-18,375848,796302,NM4,Nether Mills 4,flint,1,,Red flint,,Frost shatter?,Spall,,,,,,,,,,,375848,796302,0,0,NO7584896302,57.057135,-2.3998085,,
NM4-864-18,375921,796211,NM4,Nether Mills 4,flint,1,,Grey flint,,Frost shatter?,Spall,Inner,,,,,,,,,,375921,796211,0,0,NO7592196211,57.056321,-2.3985963,,
NM4-865-18,375908,796303,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Spall,Inner,,,,,,,,,,375908,796303,0,0,NO7590896303,57.057147,-2.3988194,,
NM4-889.1-18,375876,796322,NM4,Nether Mills 4,,1,,Grey flint,,OK,Spall,,,,,,,,,,,375876,796322,0,0,NO7587696322,57.057316,-2.3993488,,
NM4-891-18,375890,796354,NM4,Nether Mills 4,flint,1,,Red flint,,OK,Spall,Secondary,,,,,,,,,,375890,796354,0,0,NO7589096354,57.057604,-2.3991211,,
NM4-943.5-18,375911,796349,NM4,Nether Mills 4,flint,1,,Grey flint,,OK,Spall,,,,,,,,,,,375911,796349,0,0,NO7591196349,57.05756,-2.3987744,,
NM4-978.3-18,375948,796448,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375948,796448,0,0,NO7594896448,57.058452,-2.398174,,
NM4-995.4-18,375890,796393,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375890,796393,0,0,NO7589096393,57.057955,-2.3991249,,
NM4-1011-18,375897,796428,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375897,796428,0,0,NO7589796428,57.058269,-2.3990128,,
NM4-1014-18,375969,796235,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375969,796235,0,0,NO7596996235,57.056539,-2.3978073,,
NM4-1077.1-18,375973,796279,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375973,796279,0,0,NO7597396279,57.056935,-2.3977456,,
NM4-1108.3-18,375919,796399,NM4,Nether Mills 4,flint,1,,Grey flint,,Frost shatter?,spall,,,,,,,,,,,375919,796399,0,0,NO7591996399,57.05801,-2.3986473,,
NM4-1110.2-18,375920,796401,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375920,796401,0,0,NO7592096401,57.058028,-2.3986311,,
NM4-1142.3-18,375950,796400,NM4,Nether Mills 4,flint,1,,Red flint,,OK,spall,,,,,,,,,,,375950,796400,0,0,NO7595096400,57.058021,-2.3981364,,
NM4-1144-18,375967,796251,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375967,796251,0,0,NO7596796251,57.056683,-2.3978418,,
NM4-1150.2-18,375898,796372,NM4,Nether Mills 4,,1,,Grey flint,,Frost shatter?,spall,,,,,,,,,,,375898,796372,0,0,NO7589896372,57.057766,-2.398991,,
NM4-1172.1-18,375968,796390,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375968,796390,0,0,NO7596896390,57.057932,-2.3978387,,
NM4-1232-18,375963,796259,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375963,796259,0,0,NO7596396259,57.056755,-2.3979085,,
NM4-1236.3-18,375926,796368,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375926,796368,0,0,NO7592696368,57.057732,-2.398529,,
NM4-1240.2-18,375934,796249,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375934,796249,0,0,NO7593496249,57.056663,-2.3983856,,
NM4-1243.2-18,375920,796337,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375920,796337,0,0,NO7592096337,57.057453,-2.3986249,,
NM4-1277.1-18,375993,796283,NM4,Nether Mills 4,,1,,Mottled red flint,,Frost shatter?,spall,,,,,,,,,,,375993,796283,0,0,NO7599396283,57.056972,-2.3974162,,
NM4-1282-18,375913,796325,NM4,Nether Mills 4,flint,2,,Calcined flint,,Burnt,spall,,,,,,,,,,,375913,796325,0,0,NO7591396325,57.057345,-2.3987391,,
NM4-1325.5-18,375924,796374,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375924,796374,0,0,NO7592496374,57.057786,-2.3985625,,
NM4-1332.1-18,375901,796393,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375901,796393,0,0,NO7590196393,57.057955,-2.3989435,,
NM4-1333.2-18,375904,796379,NM4,Nether Mills 4,,1,,Red flint,,Frost shatter?,spall,,,,,,,,,,,375904,796379,0,0,NO7590496379,57.05783,-2.3988927,,
NM4-1336-18,375924,796351,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,Frost shatter?,spall,,,,,,,,,,,375924,796351,0,0,NO7592496351,57.057579,-2.3985603,,
NM4-1337-18,375921,796313,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375921,796313,0,0,NO7592196313,57.057238,-2.3986061,,
NM4-1348.2-18,375942,796306,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375942,796306,0,0,NO7594296306,57.057176,-2.3982592,,
NM4-1375.2-18,375908,796386,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375908,796386,0,0,NO7590896386,57.057893,-2.3988274,,
NM4-1421.4-18,375910,796360,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375910,796360,0,0,NO7591096360,57.057659,-2.398792,,
NM4-1421.11-18,375910,796360,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375910,796360,0,0,NO7591096360,57.057659,-2.398792,,
NM4-1426.3-18,375910,796359,NM4,Nether Mills 4,flint,2,,Calcined flint,,Burnt,spall,,,,,,,,,,,375910,796359,0,0,NO7591096359,57.05765,-2.3987919,,
NM4-1438-18,375923,796285,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375923,796285,0,0,NO7592396285,57.056986,-2.3985704,,
NM4-1446-18,375930,796362,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375930,796362,0,0,NO7593096362,57.057678,-2.3984624,,
NM4-1466.2-18,375923,796360,NM4,Nether Mills 4,flint,2,,Red flint,,Frost shatter?,spall,,,,,,,,,,,375923,796360,0,0,NO7592396360,57.05766,-2.3985776,,
NM4-1489.2-18,375908,796339,NM4,Nether Mills 4,,1,,Mottled grey flint,,Frost shatter?,spall,,,,,,,,,,,375908,796339,0,0,NO7590896339,57.05747,-2.3988229,,
NM4-1500.2-18,375955,796394,NM4,Nether Mills 4,flint,1,,Mottled red flint,,Frost shatter?,spall,,,,,,,,,,,375955,796394,0,0,NO7595596394,57.057967,-2.3980534,,
NM4-1505-18,375945,796258,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,spall,,,,,,,,,,,375945,796258,0,0,NO7594596258,57.056745,-2.3982051,,
NM4-1512.3-18,375943,796250,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375943,796250,0,0,NO7594396250,57.056673,-2.3982373,,
NM4-1513.2-18,375922,796361,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,spall,,,,,,,,,,,375922,796361,0,0,NO7592296361,57.057669,-2.3985942,,
NM4-1515.2-18,375903,796355,NM4,Nether Mills 4,,1,,Mottled red flint,,OK,spall,,,,,,,,,,,375903,796355,0,0,NO7590396355,57.057614,-2.3989069,,
NM4-1518.1-18,375905,796409,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375905,796409,0,0,NO7590596409,57.058099,-2.3988791,,
NM4-1521-18,375926,796352,NM4,Nether Mills 4,flint,1,,Mottled red flint,,Frost shatter?,spall,,,,,,,,,,,375926,796352,0,0,NO7592696352,57.057588,-2.3985274,,
NM4-1523.2-18,375944,796227,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375944,796227,0,0,NO7594496227,57.056466,-2.3982186,,
NM4-1529.3-18,375942,796227,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375942,796227,0,0,NO7594296227,57.056466,-2.3982516,,
NM4-1546.2-18,375889,796161,NM4,Nether Mills 4,flint,1,,Brown flint,,Frost shatter?,spall,,,,,,,,,,,375889,796161,0,0,NO7588996161,57.05587,-2.399119,,
NM4-1547.3-18,375887,796153,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,375887,796153,0,0,NO7588796153,57.055799,-2.3991512,,
NM4-1547.4-18,375887,796153,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,spall,,,,,,,,,,,375887,796153,0,0,NO7588796153,57.055799,-2.3991512,,
NM4-1557-18,375933,796219,NM4,Nether Mills 4,flint,1,,Red flint,,Frost shatter?,spall,,,,,,,,,,,375933,796219,0,0,NO7593396219,57.056394,-2.3983992,,
NM4-1579-18,376070,796348,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,376070,796348,0,0,NO7607096348,57.05756,-2.396153,,
NM4-1640.2-18,376069,796420,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,376069,796420,0,0,NO7606996420,57.058206,-2.3961764,,
NM4-1647-18,376062,796440,NM4,Nether Mills 4,flint,1,,Calcined flint,,OK,spall,,,,,,,,,,,376062,796440,0,0,NO7606296440,57.058386,-2.3962937,,
NM4-1682.3-18,376050,796465,NM4,Nether Mills 4,flint,1,,Mottled red flint,,Frost shatter?,spall,,,,,,,,,,,376050,796465,0,0,NO7605096465,57.05861,-2.396494,,
NM4-1750-18,376009,796312,NM4,Nether Mills 4,flint,1,,Brown flint,,Frost shatter?,spall,,,,,,,,,,,376009,796312,0,0,NO7600996312,57.057233,-2.3971552,,
NM4-1775-18,376002,796378,NM4,Nether Mills 4,flint,1,,Red flint,,Frost shatter?,spall,Primary,,,,,,,,,,376002,796378,0,0,NO7600296378,57.057826,-2.397277,,
NM4-1789.2-18,376013,796303,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,spall,,,,,,,,,,,376013,796303,0,0,NO7601396303,57.057153,-2.3970884,,
NM4-1798-18,375964,796435,NM4,Nether Mills 4,flint,1,,Mottled red flint,,Frost shatter?,spall,,,,,,,,,,,375964,796435,0,0,NO7596496435,57.058336,-2.3979089,,
NM4-1835.1-18,376025,796327,NM4,Nether Mills 4,,1,,Red flint,,OK,spall,,,,,,,,,,,376025,796327,0,0,NO7602596327,57.057369,-2.3968929,,
NM4-1843-18,376019,796381,NM4,Nether Mills 4,flint,1,,Red flint,,Frost shatter?,spall,,,,,,,,,,,376019,796381,0,0,NO7601996381,57.057854,-2.396997,,
NM4-1853-18,375916,796197,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,Frost shatter?,spall,Inner,,,,,,,,,,375916,796197,0,0,NO7591696197,57.056195,-2.3986773,,
NM4-1005.1-18,375958,796270,NM4,Nether Mills 4,flint,1,,Rhyolite,,OK,Split cobble,,,Angular rolled cobble. Split. Poss edge damage or abrupt er down one side,64,48,26,,,,,375958,796270,0,0,NO7595896270,57.056853,-2.397992,,
NM4-1860-18,375846,796337,NM4,Nether Mills 4,Stone,1,,Micaceous sandstone,,,Hammerstone,,,Sub-oval cobble. Heavily pecked on either end.,100,70,75,,,,,375846,796337,0,0,NO7584696337,57.057449,-2.3998449,,
NM4-725-18,375839,796362,NM4,Nether Mills 4,Stone,1,,Quartzite,,,Flaked hammerstone,,,Flat sub-oval cobble. Bifacially flaked around thin end from heavy use and/or deliberate flaking to make chopper-like edge,115,110,50,,,,,375839,796362,0,0,NO7583996362,57.057673,-2.3999627,,
NM5-7-18,376420,796623,NM5,Nether Mills 5,flint,1,,Grey flint,,OK,Blade,Inner,,Distal surviving,,12,4,,,,,376420,796623,0,0,NO7642096623,57.060048,-2.3904089,,
NM5-16-18,376153,796474,NM5,Nether Mills 5,flint,1,,Mottled red flint,,OK,Blade,Inner,,Distal surviving,,15,7,,,,,376153,796474,0,0,NO7615396474,57.058696,-2.3947967,,
NM5-23-18,376100,796498,NM5,Nether Mills 5,flint,1,,Mottled brown flint,,OK,Blade,Inner,,,33,14,4,,,,,376100,796498,0,0,NO7610096498,57.058909,-2.3956728,,
NM5-24-18,376188,796536,NM5,Nether Mills 5,flint,1,,Toffee coloured flint,,OK,Blade,Inner,,Proximal surviving,,11,4,,,,,376188,796536,0,0,NO7618896536,57.059255,-2.3942256,,
NM5-28-18,376110,796505,NM5,Nether Mills 5,flint,1,,Mottled light grey flint,,OK,Blade,Inner,,,26,12,3,,,,,376110,796505,0,0,NO7611096505,57.058972,-2.3955086,,
NM5-31-18,376188,796469,NM5,Nether Mills 5,flint,1,,Mottled light grey flint,,OK,Blade,Inner,,distal surviving,,11,4,,,,,376188,796469,0,0,NO7618896469,57.058653,-2.3942192,,
NM5-34-18,376166,796533,NM5,Nether Mills 5,flint,1,,Toffee coloured flint,,OK,Blade,Secondary,,,22,11,4,,,,,376166,796533,0,0,NO7616696533,57.059227,-2.394588,,
NM5-35-18,376092,796478,NM5,Nether Mills 5,flint,1,,Mottled grey flint,,OK,Blade,Inner,,,49,16,5,,,,,376092,796478,0,0,NO7609296478,57.058729,-2.3958028,,
NM5-38-18,376169,796456,NM5,Nether Mills 5,flint,1,,Mottled brown flint,,OK,Blade,Secondary,,,27,15,5,,,,,376169,796456,0,0,NO7616996456,57.058535,-2.3945312,,
NM5-3-18,376144,796539,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Chip,,,,,,,,,,,376144,796539,0,0,NO7614496539,57.059279,-2.3949513,,
NM5-14-18,376114,796484,NM5,Nether Mills 5,flint,1,,Mottled grey flint,,OK,Core,With cortex,SP/B,cortex round back,49,52,35,,,,,376114,796484,0,0,NO7611496484,57.058784,-2.3954406,,
NM5-26-18,376129,796416,NM5,Nether Mills 5,flint,1,,Toffee coloured flint,,OK,Flake fragment,Inner,,,,,,,,,,376129,796416,0,0,NO7612996416,57.058174,-2.3951869,,
NM5-33-18,376126,796414,NM5,Nether Mills 5,flint,1,,Mottled grey flint,,OK,Flake fragment,Secondary,,,,,,,,,,376126,796414,0,0,NO7612696414,57.058156,-2.3952361,,
NM5-2-18,376173,796459,NM5,Nether Mills 5,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,20,21,8,,,,,376173,796459,0,0,NO7617396459,57.058562,-2.3944656,,
NM5-6-18,376151,796484,NM5,Nether Mills 5,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,Core trimming flake,From base of blade core?,30,21,19,,,,,376151,796484,0,0,NO7615196484,57.058786,-2.3948306,,
NM5-8-18,376412,796618,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Regular flake,Secondary,,,21,15,5,,,,,376412,796618,0,0,NO7641296618,57.060003,-2.3905403,,
NM5-9-18,376112,796509,NM5,Nether Mills 5,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,25,21,6,,,,,376112,796509,0,0,NO7611296509,57.059008,-2.395476,,
NM5-10-18,376195,796488,NM5,Nether Mills 5,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,52,26,13,,,,,376195,796488,0,0,NO7619596488,57.058824,-2.3941056,,
NM5-11-18,376319,796629,NM5,Nether Mills 5,flint,1,,Calcined,,Burnt,Regular flake,Inner,,,25,18,7,,,,,376319,796629,0,0,NO7631996629,57.060097,-2.3920746,,
NM5-12-18,376196,796559,NM5,Nether Mills 5,flint,1,,Mottled red flint,,OK,Regular flake,Secondary,,,21,22,8,,,,,376196,796559,0,0,NO7619696559,57.059462,-2.3940959,,
NM5-15-18,376218,796580,NM5,Nether Mills 5,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,Platform rejuvenation flake,,27,19,12,,,,,376218,796580,0,0,NO7621896580,57.059652,-2.3937352,,
